miRNA,Target Gene
mmu-miR-23b-3p,Abca2
mmu-miR-23b-3p,Plce1
mmu-miR-23b-3p,Lrig2
mmu-miR-23b-3p,Lamc3
mmu-miR-23b-3p,Herc2
mmu-miR-23b-3p,Thsd7b
mmu-miR-23b-3p,Thada
mmu-miR-23b-3p,D630045J12Rik
mmu-miR-23b-3p,Smyd3
mmu-miR-23b-3p,Abca2
mmu-miR-23b-3p,Fam53a
mmu-miR-23b-3p,Abcc5
mmu-miR-23b-3p,Col5a3
mmu-miR-23b-3p,Tmem56
mmu-miR-23b-3p,Arfgef1
mmu-miR-23b-3p,Dclk1
mmu-miR-23b-3p,Kat6a
mmu-miR-23b-3p,Apc
mmu-miR-23b-3p,Kat6a
mmu-miR-23b-3p,Bcorl1
mmu-miR-23b-3p,2610002M06Rik
mmu-miR-23b-5p,Ahctf1
mmu-miR-23b-5p,Fat3
mmu-miR-23b-5p,Nrxn2
mmu-miR-23b-5p,Slit2
mmu-miR-23b-5p,Abca4
mmu-miR-23b-5p,Nrxn2
mmu-miR-23b-5p,Stox2
mmu-miR-23b-5p,Crocc
mmu-miR-23b-5p,Bod1l
mmu-miR-23b-5p,Mthfr
mmu-miR-23b-5p,Mecp2
mmu-miR-23b-5p,Ryr3
mmu-miR-23b-5p,Bsn
mmu-miR-23b-5p,Grid2
mmu-miR-23b-5p,Pafah1b1
mmu-miR-23b-5p,Zc3h7b
mmu-miR-23b-5p,Vwf
mmu-miR-23b-5p,Secisbp2l
mmu-miR-23b-5p,Dscaml1
mmu-miR-23b-5p,Ints1
mmu-miR-23b-5p,Cep192
mmu-miR-23b-5p,Shisa6
mmu-miR-23b-5p,Ahctf1
mmu-miR-23b-5p,Ppargc1a
mmu-miR-23b-5p,Deptor
mmu-miR-23b-5p,Sspo
mmu-miR-23b-5p,Vcan
mmu-miR-23b-5p,Edem3
mmu-miR-23b-5p,Mrc2
mmu-miR-23b-5p,Myh14
mmu-miR-24-1-5p,Strbp
mmu-miR-24-1-5p,Zfp148
mmu-miR-24-1-5p,Ncam1
mmu-miR-24-1-5p,Daam1
mmu-miR-24-1-5p,Myh14
mmu-miR-24-1-5p,Daam1
mmu-miR-24-1-5p,Myh14
mmu-miR-24-1-5p,Slc24a2
mmu-miR-24-1-5p,Myh14
mmu-miR-24-1-5p,Ncor2
mmu-miR-24-1-5p,Acacb
mmu-miR-24-1-5p,Utrn
mmu-miR-24-1-5p,Col4a6
mmu-miR-24-1-5p,Ncor2
mmu-miR-24-1-5p,Ncor2
mmu-miR-24-1-5p,Rp1l1
mmu-miR-24-1-5p,Arhgap32
mmu-miR-24-1-5p,Ick
mmu-miR-24-1-5p,Myh14
mmu-miR-24-1-5p,Kif26b
mmu-miR-24-1-5p,Slc24a2
mmu-miR-24-1-5p,Phlpp1
mmu-miR-24-1-5p,Ncor2
mmu-miR-24-1-5p,Tgfbr1
mmu-miR-24-1-5p,Prrc2a
mmu-miR-24-1-5p,Kmt2d
mmu-miR-24-1-5p,Bcr
mmu-miR-24-1-5p,Prrc2a
mmu-miR-24-1-5p,Ncor2
mmu-miR-24-1-5p,Zzz3
mmu-miR-24-2-5p,Zzz3
mmu-miR-24-2-5p,Ncor2
mmu-miR-24-2-5p,Baz2b
mmu-miR-24-2-5p,2610002M06Rik
mmu-miR-24-2-5p,Nr3c1
mmu-miR-24-2-5p,Nt5dc3
mmu-miR-24-2-5p,Uvssa
mmu-miR-24-2-5p,Zfp652
mmu-miR-24-2-5p,Myh14
mmu-miR-24-2-5p,Zzz3
mmu-miR-24-2-5p,Acacb
mmu-miR-24-2-5p,Ncor2
mmu-miR-24-2-5p,Lrrc58
mmu-miR-24-2-5p,Utrn
mmu-miR-24-2-5p,Itpr3
mmu-miR-24-2-5p,Kmt2d
mmu-miR-24-2-5p,Ncor2
mmu-miR-24-2-5p,Ddx19b
mmu-miR-24-2-5p,Kmt2d
mmu-miR-24-2-5p,Zbtb40
mmu-miR-24-2-5p,Zfp831
mmu-miR-24-2-5p,Col4a6
mmu-miR-24-2-5p,Mprip
mmu-miR-24-2-5p,Dock11
mmu-miR-24-2-5p,Phlpp1
mmu-miR-24-2-5p,Nr3c1
mmu-miR-24-2-5p,Tgfbr1
mmu-miR-24-2-5p,Ncor2
mmu-miR-24-2-5p,Myh14
mmu-miR-24-2-5p,Myh14
mmu-miR-24-3p,Col5a3
mmu-miR-24-3p,Gon4l
mmu-miR-24-3p,Col7a1
mmu-miR-24-3p,Rp1
mmu-miR-24-3p,Ptgfrn
mmu-miR-24-3p,Kirrel
mmu-miR-24-3p,Lrba
mmu-miR-24-3p,Hspg2
mmu-miR-24-3p,Cacna1s
mmu-miR-24-3p,Hspa4l
mmu-miR-24-3p,Pi4ka
mmu-miR-24-3p,Cacna1h
mmu-miR-24-3p,Dmxl1
mmu-miR-24-3p,Golgb1
mmu-miR-24-3p,Nfatc2
mmu-miR-24-3p,Mon2
mmu-miR-24-3p,Zfp618
mmu-miR-24-3p,Kcnd3
mmu-miR-24-3p,Fn1
mmu-miR-24-3p,Eef2k
mmu-miR-24-3p,Amotl1
mmu-miR-24-3p,Hspg2
mmu-miR-24-3p,Hspg2
mmu-miR-24-3p,Ret
mmu-miR-24-3p,Pde1c
mmu-miR-24-3p,Nrcam
mmu-miR-24-3p,Ints1
mmu-miR-24-3p,Zfp407
mmu-miR-24-3p,Szt2
mmu-miR-24-3p,Usp13
mmu-miR-25-3p,Chd5
mmu-miR-25-3p,Arhgap32
mmu-miR-25-3p,Zfp275
mmu-miR-25-3p,Fbn2
mmu-miR-25-3p,Zfp275
mmu-miR-25-3p,Ints1
mmu-miR-25-3p,Ppp1cb
mmu-miR-25-3p,Dgkk
mmu-miR-25-3p,Prlr
mmu-miR-25-3p,Smg1
mmu-miR-25-3p,Soga1
mmu-miR-25-3p,Muc2
mmu-miR-25-3p,Abca2
mmu-miR-25-3p,Chd5
mmu-miR-25-3p,Pou2f1
mmu-miR-25-3p,Gm884
mmu-miR-25-3p,Dip2c
mmu-miR-25-3p,Dgkk
mmu-miR-25-3p,Abca2
mmu-miR-25-3p,Sel1l
mmu-miR-25-3p,Nrxn1
mmu-miR-25-3p,Mylk
mmu-miR-25-3p,Dip2b
mmu-miR-25-3p,Pafah1b1
mmu-miR-25-3p,Smchd1
mmu-miR-25-3p,Pafah1b1
mmu-miR-25-3p,Dip2b
mmu-miR-25-3p,Mapk8ip3
mmu-miR-25-3p,Muc5b
mmu-miR-25-3p,Rassf4
mmu-miR-25-5p,Dysf
mmu-miR-25-5p,Adamts15
mmu-miR-25-5p,Tm9sf3
mmu-miR-25-5p,Dsg2
mmu-miR-25-5p,Anapc1
mmu-miR-25-5p,Madd
mmu-miR-25-5p,Dtx4
mmu-miR-25-5p,Ano3
mmu-miR-25-5p,Obscn
mmu-miR-25-5p,Abcc9
mmu-miR-25-5p,Pou2f1
mmu-miR-25-5p,Cacna1a
mmu-miR-25-5p,Obscn
mmu-miR-25-5p,Cacul1
mmu-miR-25-5p,Lrba
mmu-miR-25-5p,Rims3
mmu-miR-25-5p,Nwd1
mmu-miR-25-5p,Tmem245
mmu-miR-25-5p,Cubn
mmu-miR-25-5p,Dsel
mmu-miR-25-5p,Ryr1
mmu-miR-25-5p,Tsc1
mmu-miR-25-5p,Stat3
mmu-miR-25-5p,Myo9b
mmu-miR-25-5p,Mctp2
mmu-miR-25-5p,Epb4.1l4b
mmu-miR-25-5p,Tanc2
mmu-miR-25-5p,Kcna1
mmu-miR-25-5p,Dysf
mmu-miR-25-5p,Tsc1
mmu-miR-26a-1-3p,Rab11fip1
mmu-miR-26a-1-3p,Heg1
mmu-miR-26a-1-3p,Ret
mmu-miR-26a-1-3p,Col5a3
mmu-miR-26a-1-3p,Epb4.1
mmu-miR-26a-1-3p,Cacna1a
mmu-miR-26a-1-3p,Heg1
mmu-miR-26a-1-3p,Tnxb
mmu-miR-26a-1-3p,Ank3
mmu-miR-26a-1-3p,Cacna1a
mmu-miR-26a-1-3p,Arhgap32
mmu-miR-26a-1-3p,Ank3
mmu-miR-26a-1-3p,Itsn1
mmu-miR-26a-1-3p,A830010M20Rik
mmu-miR-26a-1-3p,Dlgap1
mmu-miR-26a-1-3p,Dlgap1
mmu-miR-26a-1-3p,Secisbp2l
mmu-miR-26a-1-3p,Kmt2d
mmu-miR-26a-1-3p,Ank3
mmu-miR-26a-1-3p,Itsn1
mmu-miR-26a-1-3p,Slc30a9
mmu-miR-26a-1-3p,Cacna1a
mmu-miR-26a-1-3p,Hdlbp
mmu-miR-26a-1-3p,Usp13
mmu-miR-26a-1-3p,Cln8
mmu-miR-26a-1-3p,Apba1
mmu-miR-26a-1-3p,Pcif1
mmu-miR-26a-1-3p,Ank3
mmu-miR-26a-1-3p,Ankrd33b
mmu-miR-26a-1-3p,Dlgap1
mmu-miR-26a-2-3p,Pafah1b1
mmu-miR-26a-2-3p,Ttn
mmu-miR-26a-2-3p,Map1a
mmu-miR-26a-2-3p,Sspo
mmu-miR-26a-2-3p,Soga1
mmu-miR-26a-2-3p,Stxbp4
mmu-miR-26a-2-3p,Crocc
mmu-miR-26a-2-3p,Crocc
mmu-miR-26a-2-3p,Ptprf
mmu-miR-26a-2-3p,Impad1
mmu-miR-26a-2-3p,Pik3cg
mmu-miR-26a-2-3p,Evpl
mmu-miR-26a-2-3p,Ncor2
mmu-miR-26a-2-3p,Helz2
mmu-miR-26a-2-3p,Ncor2
mmu-miR-26a-2-3p,Gm608
mmu-miR-26a-2-3p,Arid1b
mmu-miR-26a-2-3p,Pde6h
mmu-miR-26a-2-3p,Soga1
mmu-miR-26a-2-3p,Ncor2
mmu-miR-26a-2-3p,Crocc
mmu-miR-26a-2-3p,Dip2c
mmu-miR-26a-2-3p,Ttn
mmu-miR-26a-2-3p,Nwd1
mmu-miR-26a-2-3p,Peg3
mmu-miR-26a-2-3p,Pafah1b1
mmu-miR-26a-2-3p,Ttn
mmu-miR-26a-2-3p,Ccnt1
mmu-miR-26a-2-3p,Ttn
mmu-miR-26a-2-3p,Tnxb
mmu-miR-26a-5p,Nfatc2
mmu-miR-26a-5p,Bptf
mmu-miR-26a-5p,Bcor
mmu-miR-26a-5p,Abca13
mmu-miR-26a-5p,Dclk1
mmu-miR-26a-5p,Bcor
mmu-miR-26a-5p,Dclk1
mmu-miR-26a-5p,Itpr3
mmu-miR-26a-5p,Bcor
mmu-miR-26a-5p,Nyap2
mmu-miR-26a-5p,Bcor
mmu-miR-26a-5p,Herc2
mmu-miR-26a-5p,Nfatc2
mmu-miR-26a-5p,Bcor
mmu-miR-26a-5p,Col27a1
mmu-miR-26a-5p,Herc2
mmu-miR-26a-5p,Nfatc2
mmu-miR-26a-5p,Lamc3
mmu-miR-26a-5p,Zfpm2
mmu-miR-26a-5p,Unc13a
mmu-miR-26a-5p,Herc3
mmu-miR-26a-5p,Rcc2
mmu-miR-26a-5p,Rgs3
mmu-miR-26a-5p,Slfn4
mmu-miR-26a-5p,Jrk
mmu-miR-26a-5p,Map3k4
mmu-miR-26a-5p,Sulf1
mmu-miR-26a-5p,Phf20
mmu-miR-26a-5p,Pank2
mmu-miR-26a-5p,Sh3rf3
mmu-miR-26b-3p,Abca2
mmu-miR-26b-3p,Dip2c
mmu-miR-26b-3p,Gbf1
mmu-miR-26b-3p,Crocc
mmu-miR-26b-3p,Crocc
mmu-miR-26b-3p,Slc1a2
mmu-miR-26b-3p,Slc25a12
mmu-miR-26b-3p,Bche
mmu-miR-26b-3p,Arfgef1
mmu-miR-26b-3p,Crocc
mmu-miR-26b-3p,Peg3
mmu-miR-26b-3p,Numa1
mmu-miR-26b-3p,Lrrk2
mmu-miR-26b-3p,Dip2c
mmu-miR-26b-3p,Crocc
mmu-miR-26b-3p,Itsn1
mmu-miR-26b-3p,Ncor2
mmu-miR-26b-3p,Mfhas1
mmu-miR-26b-3p,Baz2b
mmu-miR-26b-3p,Obscn
mmu-miR-26b-3p,Abca2
mmu-miR-26b-3p,Lrp4
mmu-miR-26b-3p,Sspo
mmu-miR-26b-3p,Preb
mmu-miR-26b-3p,Fam53a
mmu-miR-26b-3p,Nr6a1
mmu-miR-26b-3p,Crocc
mmu-miR-26b-3p,Helz2
mmu-miR-26b-3p,Smchd1
mmu-miR-26b-3p,Ncor2
mmu-miR-26b-5p,Itpr3
mmu-miR-26b-5p,Ago4
mmu-miR-26b-5p,Ago4
mmu-miR-26b-5p,Herc2
mmu-miR-26b-5p,Herc2
mmu-miR-26b-5p,Hdx
mmu-miR-26b-5p,Ahnak
mmu-miR-26b-5p,Col27a1
mmu-miR-26b-5p,Herc3
mmu-miR-26b-5p,Fam196b
mmu-miR-26b-5p,Fam196b
mmu-miR-26b-5p,Sh3rf3
mmu-miR-26b-5p,Ralgds
mmu-miR-26b-5p,Exoc6b
mmu-miR-26b-5p,Ralgds
mmu-miR-26b-5p,P4ha1
mmu-miR-26b-5p,Herc3
mmu-miR-26b-5p,Amdhd1
mmu-miR-26b-5p,Cyth2
mmu-miR-26b-5p,Glt1d1
mmu-miR-26b-5p,Cyth2
mmu-miR-26b-5p,Ralgds
mmu-miR-26b-5p,Cers1
mmu-miR-26b-5p,Aldh7a1
mmu-miR-26b-5p,Cyth2
mmu-miR-26b-5p,Scamp4
mmu-miR-26b-5p,Pnck
mmu-miR-26b-5p,Cers1
mmu-miR-26b-5p,Rmnd5a
mmu-miR-26b-5p,Cul4b
mmu-miR-27a-3p,Frem1
mmu-miR-27a-3p,Chst2
mmu-miR-27a-3p,Cep170
mmu-miR-27a-3p,Kif1c
mmu-miR-27a-3p,Dab2ip
mmu-miR-27a-3p,Col7a1
mmu-miR-27a-3p,Fbn2
mmu-miR-27a-3p,Slc7a14
mmu-miR-27a-3p,Myo18a
mmu-miR-27a-3p,Tnxb
mmu-miR-27a-3p,Fbn2
mmu-miR-27a-3p,Tfcp2l1
mmu-miR-27a-3p,Zfp704
mmu-miR-27a-3p,Myo18a
mmu-miR-27a-3p,Kif1c
mmu-miR-27a-3p,Tbc1d16
mmu-miR-27a-3p,Szt2
mmu-miR-27a-3p,Qk
mmu-miR-27a-3p,Tbc1d9
mmu-miR-27a-3p,A230046K03Rik
mmu-miR-27a-3p,Myo18a
mmu-miR-27a-3p,Myo18a
mmu-miR-27a-3p,Iqsec3
mmu-miR-27a-3p,Pum2
mmu-miR-27a-3p,Iqsec3
mmu-miR-27a-3p,Myo18a
mmu-miR-27a-3p,Ttn
mmu-miR-27a-3p,Reln
mmu-miR-27a-3p,Bdp1
mmu-miR-27a-3p,D630045J12Rik
mmu-miR-27a-5p,Fancm
mmu-miR-27a-5p,Fancm
mmu-miR-27a-5p,Bend3
mmu-miR-27a-5p,Secisbp2l
mmu-miR-27a-5p,Ttn
mmu-miR-27a-5p,Ryr3
mmu-miR-27a-5p,Myh7
mmu-miR-27a-5p,Arid1a
mmu-miR-27a-5p,Dgke
mmu-miR-27a-5p,Obscn
mmu-miR-27a-5p,Obscn
mmu-miR-27a-5p,Baz1b
mmu-miR-27a-5p,Arid1a
mmu-miR-27a-5p,Ttn
mmu-miR-27a-5p,Tbc1d9
mmu-miR-27a-5p,Gria2
mmu-miR-27a-5p,Ptprt
mmu-miR-27a-5p,Mrc2
mmu-miR-27a-5p,Vps26b
mmu-miR-27a-5p,Myh7
mmu-miR-27a-5p,Tmem194
mmu-miR-27a-5p,Secisbp2l
mmu-miR-27a-5p,Myh9
mmu-miR-27a-5p,Arid1a
mmu-miR-27a-5p,Hectd1
mmu-miR-27a-5p,Macf1
mmu-miR-27a-5p,Wdr81
mmu-miR-27a-5p,Lrba
mmu-miR-27a-5p,Arid1a
mmu-miR-27a-5p,Atg2b
mmu-miR-27b-3p,Lrba
mmu-miR-27b-3p,Smg6
mmu-miR-27b-3p,Ttn
mmu-miR-27b-3p,Ttn
mmu-miR-27b-3p,Ttn
mmu-miR-27b-3p,
mmu-miR-27b-3p,Myo18a
mmu-miR-27b-3p,Lamc1
mmu-miR-27b-3p,Eif5b
mmu-miR-27b-3p,Ttn
mmu-miR-27b-3p,Qk
mmu-miR-27b-3p,Naip6
mmu-miR-27b-3p,Ttn
mmu-miR-27b-3p,Ptgfrn
mmu-miR-27b-3p,Ttn
mmu-miR-27b-3p,Ptprj
mmu-miR-27b-3p,Golga4
mmu-miR-27b-3p,Myo9b
mmu-miR-27b-3p,Frem1
mmu-miR-27b-3p,Myo18a
mmu-miR-27b-3p,Slc7a1
mmu-miR-27b-3p,Ttn
mmu-miR-27b-3p,A230046K03Rik
mmu-miR-27b-3p,Reln
mmu-miR-27b-3p,Mprip
mmu-miR-27b-3p,Fnip2
mmu-miR-27b-3p,Bod1l
mmu-miR-27b-3p,Tbc1d9
mmu-miR-27b-3p,Frem1
mmu-miR-27b-3p,2610002M06Rik
mmu-miR-27b-5p,Fancm
mmu-miR-27b-5p,Myh9
mmu-miR-27b-5p,Myo9b
mmu-miR-27b-5p,Rnf150
mmu-miR-27b-5p,Cad
mmu-miR-27b-5p,Arid2
mmu-miR-27b-5p,Preb
mmu-miR-27b-5p,Nup155
mmu-miR-27b-5p,Slc45a4
mmu-miR-27b-5p,Arid2
mmu-miR-27b-5p,Myo9b
mmu-miR-27b-5p,Slc45a4
mmu-miR-27b-5p,Myo9b
mmu-miR-27b-5p,Cad
mmu-miR-27b-5p,Cad
mmu-miR-27b-5p,Mpdz
mmu-miR-27b-5p,Polq
mmu-miR-27b-5p,Itpr1
mmu-miR-27b-5p,Nup155
mmu-miR-27b-5p,Mpdz
mmu-miR-27b-5p,Atg2b
mmu-miR-27b-5p,Map4k4
mmu-miR-27b-5p,Arnt2
mmu-miR-27b-5p,Dock5
mmu-miR-27b-5p,Smarca5
mmu-miR-27b-5p,Pde6h
mmu-miR-27b-5p,Bend3
mmu-miR-27b-5p,Itpr1
mmu-miR-27b-5p,Fancm
mmu-miR-27b-5p,Itpr1
mmu-miR-2861,Ahdc1
mmu-miR-2861,Tenm4
mmu-miR-2861,Rnf152
mmu-miR-2861,Ahctf1
mmu-miR-2861,Muc5b
mmu-miR-2861,Ago4
mmu-miR-2861,Pafah1b1
mmu-miR-2861,Kif1c
mmu-miR-2861,Rgp1
mmu-miR-2861,Arid1b
mmu-miR-2861,Dstyk
mmu-miR-2861,Cd109
mmu-miR-2861,Rassf4
mmu-miR-2861,Tnc
mmu-miR-2861,Pde6h
mmu-miR-2861,6330403A02Rik
mmu-miR-2861,Ttn
mmu-miR-2861,Ttn
mmu-miR-2861,Itpr3
mmu-miR-2861,Ago4
mmu-miR-2861,Pappa
mmu-miR-2861,Ahdc1
mmu-miR-2861,Utrn
mmu-miR-2861,Pafah1b1
mmu-miR-2861,Mga
mmu-miR-2861,Zbtb4
mmu-miR-2861,Cflar
mmu-miR-2861,Unc13c
mmu-miR-2861,Col6a4
mmu-miR-2861,Rp1
mmu-miR-28-3p,Zfp608
mmu-miR-28-3p,Madd
mmu-miR-28-3p,Cacna1h
mmu-miR-28-3p,Abca13
mmu-miR-28-3p,Madd
mmu-miR-28-3p,Bod1l
mmu-miR-28-3p,Madd
mmu-miR-28-3p,Arhgef12
mmu-miR-28-3p,Agpat5
mmu-miR-28-3p,Apob
mmu-miR-28-3p,Madd
mmu-miR-28-3p,Cacna1h
mmu-miR-28-3p,Cacna1h
mmu-miR-28-3p,Abca9
mmu-miR-28-3p,Ptgfrn
mmu-miR-28-3p,Kmt2d
mmu-miR-28-3p,Apob
mmu-miR-28-3p,Adcy1
mmu-miR-28-3p,Madd
mmu-miR-28-3p,Prex2
mmu-miR-28-3p,Tmem167
mmu-miR-28-3p,Madd
mmu-miR-28-3p,Tmem245
mmu-miR-28-3p,Nup153
mmu-miR-28-3p,Lamc1
mmu-miR-28-3p,Madd
mmu-miR-28-3p,Itga9
mmu-miR-28-3p,Unc5b
mmu-miR-28-3p,Ero1l
mmu-miR-28-3p,St6galnac4
mmu-miR-28-5p,Zfp608
mmu-miR-28-5p,Col5a3
mmu-miR-28-5p,Zfp592
mmu-miR-28-5p,Bri3bp
mmu-miR-28-5p,Ddr2
mmu-miR-28-5p,Wnk1
mmu-miR-28-5p,Syt7
mmu-miR-28-5p,Sorcs1
mmu-miR-28-5p,Lrrc58
mmu-miR-28-5p,Gm15800
mmu-miR-28-5p,Tmem2
mmu-miR-28-5p,Prkce
mmu-miR-28-5p,Usp31
mmu-miR-28-5p,Zfp592
mmu-miR-28-5p,Arid1b
mmu-miR-28-5p,Utrn
mmu-miR-28-5p,Ikbkg
mmu-miR-28-5p,Arid1b
mmu-miR-28-5p,Atg2b
mmu-miR-28-5p,Phlpp2
mmu-miR-28-5p,Sptbn2
mmu-miR-28-5p,Cd109
mmu-miR-28-5p,Hdx
mmu-miR-28-5p,Slc7a14
mmu-miR-28-5p,Fnip2
mmu-miR-28-5p,Fam210a
mmu-miR-28-5p,Secisbp2l
mmu-miR-28-5p,Arid1b
mmu-miR-28-5p,Ikbkg
mmu-miR-28-5p,Tmem2
mmu-miR-28b,Thsd7a
mmu-miR-28b,Golgb1
mmu-miR-28b,Zfp236
mmu-miR-28b,Erc2
mmu-miR-28b,Zfp407
mmu-miR-28b,Dcaf7
mmu-miR-28b,Syne2
mmu-miR-28b,Wdr81
mmu-miR-28b,Epg5
mmu-miR-28b,Pdzd8
mmu-miR-28b,Lrig2
mmu-miR-28b,Syne2
mmu-miR-28b,Cpd
mmu-miR-28b,Prkce
mmu-miR-28b,Herc1
mmu-miR-28b,Stab2
mmu-miR-28b,Hdx
mmu-miR-28b,Bri3bp
mmu-miR-28b,Tbc1d9
mmu-miR-28b,Vps26b
mmu-miR-28b,Wdr81
mmu-miR-28b,Wdr81
mmu-miR-28b,A230046K03Rik
mmu-miR-28b,Golgb1
mmu-miR-28b,Rpn1
mmu-miR-28b,Fam46c
mmu-miR-28b,Radil
mmu-miR-28b,Rbm28
mmu-miR-28b,Madd
mmu-miR-28b,Tango6
mmu-miR-28c,Gucy2f
mmu-miR-28c,Tmem2
mmu-miR-28c,Sptbn2
mmu-miR-28c,Tmem2
mmu-miR-28c,Arid2
mmu-miR-28c,Fam210a
mmu-miR-28c,Cpd
mmu-miR-28c,Zfp592
mmu-miR-28c,Zfp592
mmu-miR-28c,Arid1b
mmu-miR-28c,A230046K03Rik
mmu-miR-28c,Naip6
mmu-miR-28c,Slc7a14
mmu-miR-28c,Zfp608
mmu-miR-28c,Secisbp2l
mmu-miR-28c,Hecw1
mmu-miR-28c,Phlpp2
mmu-miR-28c,Sorcs1
mmu-miR-28c,Atg2b
mmu-miR-28c,Ikbkg
mmu-miR-28c,Lmtk2
mmu-miR-28c,Usp31
mmu-miR-28c,Erc2
mmu-miR-28c,Kif1c
mmu-miR-28c,Aim1
mmu-miR-28c,Iqsec3
mmu-miR-28c,Iqsec3
mmu-miR-28c,Arid2
mmu-miR-28c,Ikbkg
mmu-miR-28c,Kif1c
mmu-miR-290-3p,Nup205
mmu-miR-290-3p,Slc25a12
mmu-miR-290-3p,Agpat5
mmu-miR-290-3p,Nup205
mmu-miR-290-3p,Kmt2d
mmu-miR-290-3p,Zfyve16
mmu-miR-290-3p,Ncam1
mmu-miR-290-3p,Fat3
mmu-miR-290-3p,Map3k7
mmu-miR-290-3p,Ireb2
mmu-miR-290-3p,Thsd7a
mmu-miR-290-3p,Fam199x
mmu-miR-290-3p,Celf2
mmu-miR-290-3p,Ncam1
mmu-miR-290-3p,Pde6h
mmu-miR-290-3p,Herc1
mmu-miR-290-3p,Ar
mmu-miR-290-3p,Dync1h1
mmu-miR-290-3p,Pde6h
mmu-miR-290-3p,Utrn
mmu-miR-290-3p,Dnmt3b
mmu-miR-290-3p,Celf2
mmu-miR-290-3p,Tvp23a
mmu-miR-290-3p,Dnmt3b
mmu-miR-290-3p,Dnmt3b
mmu-miR-290-3p,Dnmt3b
mmu-miR-290-3p,Pgbd1
mmu-miR-290-3p,Nkd2
mmu-miR-290-3p,Hs2st1
mmu-miR-290-3p,Mbtps2
mmu-miR-290-5p,Gabrb2
mmu-miR-290-5p,Ttn
mmu-miR-290-5p,Baz1a
mmu-miR-290-5p,Lpp
mmu-miR-290-5p,Cln8
mmu-miR-290-5p,Ttn
mmu-miR-290-5p,Fign
mmu-miR-290-5p,Baz1a
mmu-miR-290-5p,Ttn
mmu-miR-290-5p,Ttn
mmu-miR-290-5p,Prex2
mmu-miR-290-5p,Sh3kbp1
mmu-miR-290-5p,Lpp
mmu-miR-290-5p,Kcnq5
mmu-miR-290-5p,Kcnq5
mmu-miR-290-5p,Mob3b
mmu-miR-290-5p,Tln2
mmu-miR-290-5p,Fam210a
mmu-miR-290-5p,Ttn
mmu-miR-290-5p,Tln2
mmu-miR-290-5p,Galnt2
mmu-miR-290-5p,Kctd3
mmu-miR-290-5p,Ttc17
mmu-miR-290-5p,Elavl4
mmu-miR-290-5p,AU019823
mmu-miR-290-5p,Rbm28
mmu-miR-290-5p,Ttc17
mmu-miR-290-5p,Sulf1
mmu-miR-290-5p,Mgll
mmu-miR-290-5p,Ttc17
mmu-miR-291a-3p,Dip2c
mmu-miR-291a-3p,Zfp142
mmu-miR-291a-3p,Dync1h1
mmu-miR-291a-3p,Dip2c
mmu-miR-291a-3p,Atg2b
mmu-miR-291a-3p,Kmt2c
mmu-miR-291a-3p,Kmt2c
mmu-miR-291a-3p,Csmd1
mmu-miR-291a-3p,Mpdz
mmu-miR-291a-3p,Ireb2
mmu-miR-291a-3p,Avl9
mmu-miR-291a-3p,Ncam1
mmu-miR-291a-3p,Zfp142
mmu-miR-291a-3p,Lphn3
mmu-miR-291a-3p,Slc7a1
mmu-miR-291a-3p,Cemip
mmu-miR-291a-3p,Mpdz
mmu-miR-291a-3p,Ago3
mmu-miR-291a-3p,Ncam1
mmu-miR-291a-3p,Utrn
mmu-miR-291a-3p,Kmt2c
mmu-miR-291a-3p,Zfp142
mmu-miR-291a-3p,Ar
mmu-miR-291a-3p,Pten
mmu-miR-291a-3p,Ift140
mmu-miR-291a-3p,Rimklb
mmu-miR-291a-3p,Stam2
mmu-miR-291a-3p,Stat1
mmu-miR-291a-3p,Kcnh5
mmu-miR-291a-3p,Meox2
mmu-miR-291a-5p,Chd5
mmu-miR-291a-5p,Chd5
mmu-miR-291a-5p,Cad
mmu-miR-291a-5p,Myh1
mmu-miR-291a-5p,Chd5
mmu-miR-291a-5p,Svep1
mmu-miR-291a-5p,Cad
mmu-miR-291a-5p,Myh1
mmu-miR-291a-5p,Srpk2
mmu-miR-291a-5p,Ptgfrn
mmu-miR-291a-5p,Cad
mmu-miR-291a-5p,Zfpm2
mmu-miR-291a-5p,Myh1
mmu-miR-291a-5p,Tgfbr1
mmu-miR-291a-5p,Hip1
mmu-miR-291a-5p,Traf6
mmu-miR-291a-5p,Cdyl
mmu-miR-291a-5p,Cps1
mmu-miR-291a-5p,Gnl3l
mmu-miR-291a-5p,Ifrd1
mmu-miR-291a-5p,Mgll
mmu-miR-291a-5p,Cdyl
mmu-miR-291a-5p,Dach2
mmu-miR-291a-5p,Mgll
mmu-miR-291a-5p,Palmd
mmu-miR-291a-5p,Mief1
mmu-miR-291a-5p,Zfpm2
mmu-miR-291a-5p,Dach2
mmu-miR-291a-5p,Aco1
mmu-miR-291a-5p,2410002F23Rik
mmu-miR-291b-3p,Celf2
mmu-miR-291b-3p,Rnf150
mmu-miR-291b-3p,Thsd7a
mmu-miR-291b-3p,Dock5
mmu-miR-291b-3p,Ar
mmu-miR-291b-3p,Rimklb
mmu-miR-291b-3p,Atp12a
mmu-miR-291b-3p,Celf2
mmu-miR-291b-3p,Ifi203
mmu-miR-291b-3p,Nrf1
mmu-miR-291b-3p,Lrpprc
mmu-miR-291b-3p,Zswim5
mmu-miR-291b-3p,Nrf1
mmu-miR-291b-3p,2010002M12Rik
mmu-miR-291b-3p,Man1a
