miRNA,Target Gene
mmu-miR-291b-3p,Hs2st1
mmu-miR-291b-3p,Nrf1
mmu-miR-291b-3p,Nrf1
mmu-miR-291b-3p,2010002M12Rik
mmu-miR-291b-3p,Slc34a1
mmu-miR-291b-3p,Capza1
mmu-miR-291b-3p,Nxpe4
mmu-miR-291b-3p,Prdm6
mmu-miR-291b-3p,Nxpe4
mmu-miR-291b-3p,Avpr2
mmu-miR-291b-3p,Slc34a1
mmu-miR-291b-3p,Man1a
mmu-miR-291b-3p,Pamr1
mmu-miR-291b-3p,Nrf1
mmu-miR-291b-3p,Sugt1
mmu-miR-291b-5p,Agpat5
mmu-miR-291b-5p,Robo1
mmu-miR-291b-5p,Nup133
mmu-miR-291b-5p,Obscn
mmu-miR-291b-5p,Igsf3
mmu-miR-291b-5p,Atp2b2
mmu-miR-291b-5p,Ubn2
mmu-miR-291b-5p,Svep1
mmu-miR-291b-5p,Map3k9
mmu-miR-291b-5p,Obscn
mmu-miR-291b-5p,Cad
mmu-miR-291b-5p,Pappa
mmu-miR-291b-5p,Hip1
mmu-miR-291b-5p,Traf6
mmu-miR-291b-5p,Cad
mmu-miR-291b-5p,Cad
mmu-miR-291b-5p,Ascc3
mmu-miR-291b-5p,Erc2
mmu-miR-291b-5p,Atp2b2
mmu-miR-291b-5p,Dach2
mmu-miR-291b-5p,Gnl3l
mmu-miR-291b-5p,Cdyl
mmu-miR-291b-5p,Gnl3l
mmu-miR-291b-5p,Mgll
mmu-miR-291b-5p,Mgll
mmu-miR-291b-5p,Dach2
mmu-miR-291b-5p,Atp2b2
mmu-miR-291b-5p,Hdac9
mmu-miR-291b-5p,Hdac9
mmu-miR-291b-5p,Cdyl
mmu-miR-292-3p,Celf2
mmu-miR-292-3p,Atg2b
mmu-miR-292-3p,Atg2b
mmu-miR-292-3p,Cbfa2t2
mmu-miR-292-3p,Utrn
mmu-miR-292-3p,Cblb
mmu-miR-292-3p,Kat6b
mmu-miR-292-3p,Avl9
mmu-miR-292-3p,Tenm4
mmu-miR-292-3p,Dnah9
mmu-miR-292-3p,Ago3
mmu-miR-292-3p,Tenm4
mmu-miR-292-3p,Dnah9
mmu-miR-292-3p,Itga9
mmu-miR-292-3p,Tenm4
mmu-miR-292-3p,Rnf150
mmu-miR-292-3p,Pten
mmu-miR-292-3p,Ncam1
mmu-miR-292-3p,Thsd7a
mmu-miR-292-3p,Ncam1
mmu-miR-292-3p,Tnxb
mmu-miR-292-3p,Cblb
mmu-miR-292-3p,Psd4
mmu-miR-292-3p,Kpna1
mmu-miR-292-3p,Sema6c
mmu-miR-292-3p,Nrf1
mmu-miR-292-3p,Clca1
mmu-miR-292-3p,Sec22c
mmu-miR-292-3p,Nrf1
mmu-miR-292-3p,Celf2
mmu-miR-292-5p,Prkdc
mmu-miR-292-5p,Mdga1
mmu-miR-292-5p,Pkd1
mmu-miR-292-5p,Tln2
mmu-miR-292-5p,Ret
mmu-miR-292-5p,Myo18a
mmu-miR-292-5p,Cds2
mmu-miR-292-5p,Usp13
mmu-miR-292-5p,Fbn2
mmu-miR-292-5p,Tln2
mmu-miR-292-5p,Cds2
mmu-miR-292-5p,Fras1
mmu-miR-292-5p,Atp13a3
mmu-miR-292-5p,Mob3b
mmu-miR-292-5p,Ttc17
mmu-miR-292-5p,Fndc3c1
mmu-miR-292-5p,Ube2h
mmu-miR-292-5p,Ppp1r3d
mmu-miR-292-5p,Mgll
mmu-miR-292-5p,Wasl
mmu-miR-292-5p,Elavl4
mmu-miR-292-5p,Usp40
mmu-miR-292-5p,Elavl4
mmu-miR-292-5p,Rab3b
mmu-miR-292-5p,Sulf1
mmu-miR-292-5p,Mgll
mmu-miR-292-5p,Kctd3
mmu-miR-292-5p,
mmu-miR-292-5p,Elavl4
mmu-miR-292-5p,Ttc17
mmu-miR-293-3p,Huwe1
mmu-miR-293-3p,Rab11fip1
mmu-miR-293-3p,Ryr3
mmu-miR-293-3p,Lama5
mmu-miR-293-3p,Ccnt1
mmu-miR-293-3p,Shisa7
mmu-miR-293-3p,Clip1
mmu-miR-293-3p,Prkaa2
mmu-miR-293-3p,Zbtb7a
mmu-miR-293-3p,Mms19
mmu-miR-293-3p,Pten
mmu-miR-293-3p,Pcsk5
mmu-miR-293-3p,Csrnp3
mmu-miR-293-3p,Col5a3
mmu-miR-293-3p,Tmem56
mmu-miR-293-3p,Pcsk5
mmu-miR-293-3p,Myo16
mmu-miR-293-3p,Mcf2l
mmu-miR-293-3p,Wdr81
mmu-miR-293-3p,Map3k7
mmu-miR-293-3p,Wdr81
mmu-miR-293-3p,Itpr3
mmu-miR-293-3p,Huwe1
mmu-miR-293-3p,Ubr3
mmu-miR-293-3p,Unc13c
mmu-miR-293-3p,Stab2
mmu-miR-293-3p,Celf2
mmu-miR-293-3p,Lama5
mmu-miR-293-3p,Mical2
mmu-miR-293-3p,Kif21b
mmu-miR-293-5p,Dmxl1
mmu-miR-293-5p,Ube2h
mmu-miR-293-5p,Tnks1bp1
mmu-miR-293-5p,Txlng
mmu-miR-293-5p,Ergic2
mmu-miR-293-5p,Galnt2
mmu-miR-293-5p,Cnga1
mmu-miR-293-5p,Agpat9
mmu-miR-293-5p,Cnga1
mmu-miR-293-5p,Agpat9
mmu-miR-293-5p,Txlng
mmu-miR-293-5p,Agpat9
mmu-miR-293-5p,Fgf9
mmu-miR-293-5p,Ticrr
mmu-miR-293-5p,Sestd1
mmu-miR-293-5p,Urgcp
mmu-miR-293-5p,Urgcp
mmu-miR-293-5p,Rnaseh2c
mmu-miR-293-5p,Urgcp
mmu-miR-293-5p,Far1
mmu-miR-293-5p,Ticrr
mmu-miR-293-5p,Gpr26
mmu-miR-293-5p,Col6a4
mmu-miR-293-5p,Plce1
mmu-miR-293-5p,Col6a4
mmu-miR-293-5p,Urgcp
mmu-miR-293-5p,Ctnnd1
mmu-miR-293-5p,Telo2
mmu-miR-293-5p,Tmem229b
mmu-miR-293-5p,Fn3k
mmu-miR-294-3p,Acap2
mmu-miR-294-3p,Vps26b
mmu-miR-294-3p,Ago3
mmu-miR-294-3p,Frem2
mmu-miR-294-3p,Lphn3
mmu-miR-294-3p,Mpdz
mmu-miR-294-3p,Csmd1
mmu-miR-294-3p,Cemip
mmu-miR-294-3p,Zfp142
mmu-miR-294-3p,Dync1h1
mmu-miR-294-3p,Dip2c
mmu-miR-294-3p,Zfp142
mmu-miR-294-3p,Zfp142
mmu-miR-294-3p,Mpdz
mmu-miR-294-3p,Abca9
mmu-miR-294-3p,Avl9
mmu-miR-294-3p,Fam210a
mmu-miR-294-3p,Dip2c
mmu-miR-294-3p,Dip2c
mmu-miR-294-3p,Ift140
mmu-miR-294-3p,Olfml2a
mmu-miR-294-3p,Afg3l1
mmu-miR-294-3p,Mtmr6
mmu-miR-294-3p,Nrf1
mmu-miR-294-3p,Kcnh2
mmu-miR-294-3p,Pirt
mmu-miR-294-3p,Nrf1
mmu-miR-294-3p,Stat1
mmu-miR-294-3p,Ppm1b
mmu-miR-294-3p,Furin
mmu-miR-294-5p,Abca7
mmu-miR-294-5p,Pkd1
mmu-miR-294-5p,Mob3b
mmu-miR-294-5p,Abca7
mmu-miR-294-5p,Commd2
mmu-miR-294-5p,Mgll
mmu-miR-294-5p,Usp40
mmu-miR-294-5p,Msl1
mmu-miR-294-5p,Arl14ep
mmu-miR-294-5p,Mgll
mmu-miR-294-5p,Wnt9b
mmu-miR-294-5p,8030462N17Rik
mmu-miR-294-5p,Mgll
mmu-miR-294-5p,Lrrc14b
mmu-miR-294-5p,Ywhaq
mmu-miR-294-5p,Spata20
mmu-miR-294-5p,Capza1
mmu-miR-294-5p,Agfg2
mmu-miR-294-5p,Cyp11b1
mmu-miR-294-5p,Agfg2
mmu-miR-294-5p,Hebp2
mmu-miR-294-5p,Cyp11b2
mmu-miR-294-5p,Cyp11b2
mmu-miR-294-5p,Epgn
mmu-miR-294-5p,Mgll
mmu-miR-294-5p,Olfr140
mmu-miR-294-5p,Ptprt
mmu-miR-294-5p,Ctnnd1
mmu-miR-294-5p,Ptprt
mmu-miR-294-5p,Ptprt
mmu-miR-295-3p,Dip2c
mmu-miR-295-3p,Map3k7
mmu-miR-295-3p,Dip2c
mmu-miR-295-3p,Csmd1
mmu-miR-295-3p,Abca9
mmu-miR-295-3p,Nhsl2
mmu-miR-295-3p,Agpat5
mmu-miR-295-3p,Ago3
mmu-miR-295-3p,Agpat5
mmu-miR-295-3p,Dync1h1
mmu-miR-295-3p,Utrn
mmu-miR-295-3p,Map3k7
mmu-miR-295-3p,Dip2c
mmu-miR-295-3p,Dip2c
mmu-miR-295-3p,Kcnh5
mmu-miR-295-3p,C030039L03Rik
mmu-miR-295-3p,Sec22c
mmu-miR-295-3p,Stxbp1
mmu-miR-295-3p,Map3k7
mmu-miR-295-3p,2610034M16Rik
mmu-miR-295-3p,Smarca1
mmu-miR-295-3p,Dip2c
mmu-miR-295-3p,Jakmip2
mmu-miR-295-3p,Pnma3
mmu-miR-295-3p,Olfml2a
mmu-miR-295-3p,2410002F23Rik
mmu-miR-295-3p,Acadsb
mmu-miR-295-3p,Zdhhc8
mmu-miR-295-3p,Smarca1
mmu-miR-295-3p,Smarca1
mmu-miR-295-5p,Sh3kbp1
mmu-miR-295-5p,Tnxb
mmu-miR-295-5p,Cln8
mmu-miR-295-5p,Pkd1
mmu-miR-295-5p,Ryr3
mmu-miR-295-5p,Fat1
mmu-miR-295-5p,Zbtb20
mmu-miR-295-5p,Fat1
mmu-miR-295-5p,Ryr3
mmu-miR-295-5p,Flt4
mmu-miR-295-5p,Gabrb2
mmu-miR-295-5p,Erc2
mmu-miR-295-5p,Commd2
mmu-miR-295-5p,AU019823
mmu-miR-295-5p,Sall1
mmu-miR-295-5p,Ttc17
mmu-miR-295-5p,Ppp1r3d
mmu-miR-295-5p,Ttc17
mmu-miR-295-5p,Snapc4
mmu-miR-295-5p,Sipa1
mmu-miR-295-5p,AU019823
mmu-miR-295-5p,Tox4
mmu-miR-295-5p,Ankrd50
mmu-miR-295-5p,Sipa1
mmu-miR-295-5p,AU019823
mmu-miR-295-5p,Sipa1
mmu-miR-295-5p,Erc2
mmu-miR-295-5p,Sf1
mmu-miR-295-5p,Usp40
mmu-miR-295-5p,Msl1
mmu-miR-296-3p,Tmem2
mmu-miR-296-3p,Macf1
mmu-miR-296-3p,Macf1
mmu-miR-296-3p,Tmem2
mmu-miR-296-3p,Hdgfrp3
mmu-miR-296-3p,Itgb4
mmu-miR-296-3p,Clmn
mmu-miR-296-3p,Mical2
mmu-miR-296-3p,Agpat5
mmu-miR-296-3p,Clcn5
mmu-miR-296-3p,Macf1
mmu-miR-296-3p,Ttn
mmu-miR-296-3p,Macf1
mmu-miR-296-3p,Rnf24
mmu-miR-296-3p,Galnt13
mmu-miR-296-3p,Smg1
mmu-miR-296-3p,Plce1
mmu-miR-296-3p,Itpr2
mmu-miR-296-3p,Myo9b
mmu-miR-296-3p,Zbtb20
mmu-miR-296-3p,Dnajc13
mmu-miR-296-3p,Mga
mmu-miR-296-3p,Itpr2
mmu-miR-296-3p,Syne2
mmu-miR-296-3p,Macf1
mmu-miR-296-3p,Mga
mmu-miR-296-3p,Macf1
mmu-miR-296-3p,Ano5
mmu-miR-296-3p,Myo9b
mmu-miR-296-3p,Itgb4
mmu-miR-296-5p,Kmt2d
mmu-miR-296-5p,Macf1
mmu-miR-296-5p,Bod1l
mmu-miR-296-5p,Macf1
mmu-miR-296-5p,Chd2
mmu-miR-296-5p,Itpr3
mmu-miR-296-5p,Tsc1
mmu-miR-296-5p,Rp1
mmu-miR-296-5p,Cflar
mmu-miR-296-5p,Macf1
mmu-miR-296-5p,Heatr1
mmu-miR-296-5p,Macf1
mmu-miR-296-5p,Fat4
mmu-miR-296-5p,Syt7
mmu-miR-296-5p,Macf1
mmu-miR-296-5p,Rp1
mmu-miR-296-5p,Tsc1
mmu-miR-296-5p,Syt7
mmu-miR-296-5p,Nucks1
mmu-miR-296-5p,Myo15
mmu-miR-296-5p,Tsc1
mmu-miR-296-5p,Clmn
mmu-miR-296-5p,Utrn
mmu-miR-296-5p,Clmn
mmu-miR-296-5p,Tsc1
mmu-miR-296-5p,Cd44
mmu-miR-296-5p,Sema7a
mmu-miR-296-5p,Zdhhc8
mmu-miR-296-5p,Ifngr2
mmu-miR-296-5p,Itgbl1
mmu-miR-297a-3p,Synrg
mmu-miR-297a-3p,Ap1g1
mmu-miR-297a-3p,Gpr174
mmu-miR-297a-3p,Ap1g1
mmu-miR-297a-3p,Gpr174
mmu-miR-297a-3p,Gpr174
mmu-miR-297a-3p,Gpr174
mmu-miR-297a-3p,Six3
mmu-miR-297a-3p,Zfp345
mmu-miR-297a-3p,Fgf9
mmu-miR-297a-3p,Six3
mmu-miR-297a-3p,Cdk13
mmu-miR-297a-3p,Supt20
mmu-miR-297a-3p,Slc35d1
mmu-miR-297a-3p,Slc35d1
mmu-miR-297a-3p,Tpx2
mmu-miR-297a-3p,Slc35d1
mmu-miR-297a-3p,Ddx23
mmu-miR-297a-3p,Mob3a
mmu-miR-297a-3p,Gm10447
mmu-miR-297a-3p,Slc35d1
mmu-miR-297a-3p,Apc
mmu-miR-297a-3p,Apc
mmu-miR-297a-3p,Cntn2
mmu-miR-297a-3p,Nkain3
mmu-miR-297a-3p,Acp1
mmu-miR-297a-3p,Acp1
mmu-miR-297a-3p,Tmem66
mmu-miR-297a-3p,Gm14139
mmu-miR-297a-3p,Map3k7
mmu-miR-297a-5p,Cacna1g
mmu-miR-297a-5p,Cacna1g
mmu-miR-297a-5p,Unc5d
mmu-miR-297a-5p,Grik4
mmu-miR-297a-5p,Macf1
mmu-miR-297a-5p,Ttn
mmu-miR-297a-5p,Macf1
mmu-miR-297a-5p,Chd2
mmu-miR-297a-5p,Zc3h7b
mmu-miR-297a-5p,Plxna4
mmu-miR-297a-5p,Macf1
mmu-miR-297a-5p,Myo5c
mmu-miR-297a-5p,Clmn
mmu-miR-297a-5p,Ttn
mmu-miR-297a-5p,Cacna1g
mmu-miR-297a-5p,Cdk5rap2
mmu-miR-297a-5p,Cacna1g
mmu-miR-297a-5p,Mprip
mmu-miR-297a-5p,Tshz1
mmu-miR-297a-5p,Clmn
mmu-miR-297a-5p,Ttn
mmu-miR-297a-5p,Cacna1g
mmu-miR-297a-5p,Ago2
mmu-miR-297a-5p,Macf1
mmu-miR-297a-5p,Dscam
mmu-miR-297a-5p,Cacna1g
mmu-miR-297a-5p,Cacna1g
mmu-miR-297a-5p,Atm
mmu-miR-297a-5p,Cacna1g
mmu-miR-297a-5p,Ttn
mmu-miR-297b-3p,Ap1g1
mmu-miR-297b-3p,Synrg
mmu-miR-297b-3p,Six3
mmu-miR-297b-3p,Ap1g1
mmu-miR-297b-3p,Gpr174
mmu-miR-297b-3p,Gpr174
mmu-miR-297b-3p,Gpr174
mmu-miR-297b-3p,Gpr174
mmu-miR-297b-3p,Zfp345
mmu-miR-297b-3p,Fgf9
mmu-miR-297b-3p,Six3
mmu-miR-297b-3p,Cdk13
mmu-miR-297b-3p,Supt20
mmu-miR-297b-3p,Slc35d1
mmu-miR-297b-3p,Slc35d1
mmu-miR-297b-3p,Slc35d1
mmu-miR-297b-3p,Ddx23
mmu-miR-297b-3p,Tpx2
mmu-miR-297b-3p,Gm10447
mmu-miR-297b-3p,Mob3a
mmu-miR-297b-3p,Slc35d1
mmu-miR-297b-3p,Apc
mmu-miR-297b-3p,Cntn2
mmu-miR-297b-3p,Apc
mmu-miR-297b-3p,Nkain3
mmu-miR-297b-3p,Acp1
mmu-miR-297b-3p,Acp1
mmu-miR-297b-3p,Tmem66
mmu-miR-297b-3p,Gm14139
mmu-miR-297b-3p,Map3k7
mmu-miR-297b-5p,Cacna1g
mmu-miR-297b-5p,Dscam
mmu-miR-297b-5p,Ttn
mmu-miR-297b-5p,Cacna1g
mmu-miR-297b-5p,Pcdh19
mmu-miR-297b-5p,Ttn
mmu-miR-297b-5p,Mprip
mmu-miR-297b-5p,Zc3h7b
mmu-miR-297b-5p,Grik4
mmu-miR-297b-5p,Fryl
mmu-miR-297b-5p,Depdc5
mmu-miR-297b-5p,Cacna1g
mmu-miR-297b-5p,Cacna1g
mmu-miR-297b-5p,Cacna1g
mmu-miR-297b-5p,Fryl
mmu-miR-297b-5p,Cacna1g
mmu-miR-297b-5p,4931406P16Rik
mmu-miR-297b-5p,Ttn
mmu-miR-297b-5p,Cacna1g
mmu-miR-297b-5p,Ttn
mmu-miR-297b-5p,Atm
mmu-miR-297b-5p,Ttn
mmu-miR-297b-5p,Slc35b4
mmu-miR-297b-5p,Smad5
mmu-miR-297b-5p,Ttn
mmu-miR-297b-5p,4931406P16Rik
mmu-miR-297b-5p,Cacna1g
mmu-miR-297b-5p,Ttn
mmu-miR-297b-5p,Cacna1g
mmu-miR-297b-5p,Cacna1g
mmu-miR-297c-3p,Synrg
mmu-miR-297c-3p,Ap1g1
mmu-miR-297c-3p,Gpr174
mmu-miR-297c-3p,Ap1g1
mmu-miR-297c-3p,Gpr174
mmu-miR-297c-3p,Gpr174
mmu-miR-297c-3p,Gpr174
mmu-miR-297c-3p,Six3
mmu-miR-297c-3p,Zfp345
mmu-miR-297c-3p,Fgf9
mmu-miR-297c-3p,Six3
mmu-miR-297c-3p,Cdk13
mmu-miR-297c-3p,Supt20
mmu-miR-297c-3p,Slc35d1
mmu-miR-297c-3p,Slc35d1
mmu-miR-297c-3p,Tpx2
mmu-miR-297c-3p,Slc35d1
mmu-miR-297c-3p,Ddx23
mmu-miR-297c-3p,Mob3a
mmu-miR-297c-3p,Gm10447
mmu-miR-297c-3p,Slc35d1
mmu-miR-297c-3p,Apc
mmu-miR-297c-3p,Apc
mmu-miR-297c-3p,Cntn2
mmu-miR-297c-3p,Nkain3
mmu-miR-297c-3p,Acp1
mmu-miR-297c-3p,Acp1
mmu-miR-297c-3p,Tmem66
mmu-miR-297c-3p,Gm14139
mmu-miR-297c-3p,Map3k7
mmu-miR-297c-5p,Tshz1
mmu-miR-297c-5p,Cacna1g
mmu-miR-297c-5p,Cacna1g
mmu-miR-297c-5p,Ttn
mmu-miR-297c-5p,Ttn
mmu-miR-297c-5p,Cacna1g
mmu-miR-297c-5p,Plxna4
mmu-miR-297c-5p,Ttn
mmu-miR-297c-5p,Ttn
mmu-miR-297c-5p,Ttn
mmu-miR-297c-5p,Cacna1g
mmu-miR-297c-5p,Cacna1g
mmu-miR-297c-5p,Cacna1g
mmu-miR-297c-5p,Cacna1g
mmu-miR-297c-5p,Cdk5rap2
mmu-miR-297c-5p,Cacna1g
mmu-miR-297c-5p,Ccnt2
mmu-miR-297c-5p,Pcdh19
mmu-miR-297c-5p,Plxna4
mmu-miR-297c-5p,Cacna1g
mmu-miR-297c-5p,Cacna1g
mmu-miR-297c-5p,Chd2
mmu-miR-297c-5p,Pcdh19
mmu-miR-297c-5p,Ttn
mmu-miR-297c-5p,Ttn
mmu-miR-297c-5p,Ttn
mmu-miR-297c-5p,Ttn
mmu-miR-297c-5p,Ttn
mmu-miR-297c-5p,Ttn
mmu-miR-297c-5p,Mprip
mmu-miR-298-3p,Zyg11b
mmu-miR-298-3p,Chd2
mmu-miR-298-3p,Tmod2
mmu-miR-298-3p,Myh7
mmu-miR-298-3p,Tmod2
mmu-miR-298-3p,Lamc1
mmu-miR-298-3p,Myh7
mmu-miR-298-3p,Cep192
mmu-miR-298-3p,Bche
mmu-miR-298-3p,Kcnq5
mmu-miR-298-3p,Sorcs1
mmu-miR-298-3p,Ppfia4
mmu-miR-298-3p,Ddr2
mmu-miR-298-3p,Tnc
mmu-miR-298-3p,Avl9
mmu-miR-298-3p,Tnc
mmu-miR-298-3p,Runx1t1
mmu-miR-298-3p,Nrip1
mmu-miR-298-3p,Runx1t1
mmu-miR-298-3p,Cd109
mmu-miR-298-3p,Tnc
mmu-miR-298-3p,Fat3
mmu-miR-298-3p,Kcnq5
mmu-miR-298-3p,Rnf213
mmu-miR-298-3p,Cflar
mmu-miR-298-3p,Mgat5b
mmu-miR-298-3p,Nrip1
mmu-miR-298-3p,Cntnap5a
mmu-miR-298-3p,Kansl1l
mmu-miR-298-3p,Ing5
mmu-miR-298-5p,Cacna2d1
mmu-miR-298-5p,Frem1
mmu-miR-298-5p,Fat2
mmu-miR-298-5p,Cbfa2t2
mmu-miR-298-5p,Ern1
mmu-miR-298-5p,Tsc1
mmu-miR-298-5p,Ryr1
mmu-miR-298-5p,Znfx1
mmu-miR-298-5p,Thsd7a
mmu-miR-298-5p,Mgam
mmu-miR-298-5p,Ikzf2
mmu-miR-298-5p,Wnt5a
mmu-miR-298-5p,Cflar
mmu-miR-298-5p,Baz1a
mmu-miR-298-5p,Arid1a
mmu-miR-298-5p,Macf1
mmu-miR-298-5p,Stat3
mmu-miR-298-5p,Herc1
mmu-miR-298-5p,Kdm5a
mmu-miR-298-5p,Megf9
mmu-miR-298-5p,Bche
mmu-miR-298-5p,Dsel
mmu-miR-298-5p,Srcin1
mmu-miR-298-5p,Arhgef4
mmu-miR-298-5p,Pcnxl3
mmu-miR-298-5p,Apc
mmu-miR-298-5p,Preb
mmu-miR-298-5p,Adcy1
mmu-miR-298-5p,Dcaf7
mmu-miR-298-5p,Fign
mmu-miR-299-3p,Mfhas1
mmu-miR-299-3p,Tnks
mmu-miR-299-3p,Syne2
mmu-miR-299-3p,Reps2
mmu-miR-299-3p,Cdk5rap2
mmu-miR-299-3p,Chd4
mmu-miR-299-3p,Zfp618
mmu-miR-299-3p,Erbb4
mmu-miR-299-3p,Tsc1
mmu-miR-299-3p,Reps2
mmu-miR-299-3p,Nrxn1
mmu-miR-299-3p,Cmah
mmu-miR-299-3p,Rptor
mmu-miR-299-3p,Pcdh19
mmu-miR-299-3p,Akap6
mmu-miR-299-3p,Dcaf17
mmu-miR-299-3p,Gm15800
mmu-miR-299-3p,Lrrk2
mmu-miR-299-3p,Chd4
mmu-miR-299-3p,Prkce
mmu-miR-299-3p,Vps26b
mmu-miR-299-3p,Zfc3h1
mmu-miR-299-3p,Pogk
mmu-miR-299-3p,Cmah
mmu-miR-299-3p,Erbb4
mmu-miR-299-3p,Tsc1
mmu-miR-299-3p,Tsc1
mmu-miR-299-3p,Huwe1
mmu-miR-299-3p,Pogk
mmu-miR-299-3p,Reps2
mmu-miR-299-5p,Dstyk
mmu-miR-299-5p,Celf2
mmu-miR-299-5p,Dab2ip
mmu-miR-299-5p,Plxna1
mmu-miR-299-5p,Bptf
mmu-miR-299-5p,Wdr52
mmu-miR-299-5p,Pappa
mmu-miR-299-5p,Plcb1
mmu-miR-299-5p,Dab2ip
mmu-miR-299-5p,Lamb1
mmu-miR-299-5p,Myo6
mmu-miR-299-5p,Dab2ip
mmu-miR-299-5p,Baz2b
mmu-miR-299-5p,Ptprt
mmu-miR-299-5p,Myo6
mmu-miR-299-5p,Uggt1
mmu-miR-299-5p,Cbfa2t2
mmu-miR-299-5p,Wdr52
mmu-miR-299-5p,Ptprt
mmu-miR-299-5p,Hdlbp
mmu-miR-299-5p,Itpr3
mmu-miR-299-5p,Cachd1
mmu-miR-299-5p,Thoc2
mmu-miR-299-5p,Dab2ip
mmu-miR-299-5p,Gli2
mmu-miR-299-5p,Baz2b
mmu-miR-299-5p,Baz2b
mmu-miR-299-5p,Notch2
mmu-miR-299-5p,Zfp704
mmu-miR-299-5p,Ankrd52
mmu-miR-299b-3p,4930402H24Rik
mmu-miR-299b-3p,Huwe1
mmu-miR-299b-3p,Bcl2
mmu-miR-299b-3p,Reps2
mmu-miR-299b-3p,Erbb4
mmu-miR-299b-3p,Pcdh19
mmu-miR-299b-3p,Gm15800
mmu-miR-299b-3p,Reps2
mmu-miR-299b-3p,Dcaf17
mmu-miR-299b-3p,Zfp652
mmu-miR-299b-3p,Dync1h1
mmu-miR-299b-3p,Reps2
mmu-miR-299b-3p,Erbb4
mmu-miR-299b-3p,Huwe1
mmu-miR-299b-3p,Nrxn1
mmu-miR-299b-3p,Vps26b
mmu-miR-299b-3p,Pcdh19
mmu-miR-299b-3p,Reps2
mmu-miR-299b-3p,Zfc3h1
mmu-miR-299b-3p,Igf1r
mmu-miR-299b-3p,Plag1
mmu-miR-299b-3p,4930402H24Rik
mmu-miR-299b-3p,Rcbtb1
mmu-miR-299b-3p,Ciapin1
mmu-miR-299b-3p,Rcbtb1
mmu-miR-299b-3p,Entpd3
mmu-miR-299b-3p,Polg
mmu-miR-299b-3p,Vezf1
mmu-miR-299b-3p,Cse1l
mmu-miR-299b-3p,Grb10
mmu-miR-299b-5p,Ncor2
mmu-miR-299b-5p,Eml6
mmu-miR-299b-5p,Ncor2
mmu-miR-299b-5p,Pappa
mmu-miR-299b-5p,Dnah7b
mmu-miR-299b-5p,Ptprt
mmu-miR-299b-5p,Ptprt
mmu-miR-299b-5p,Thoc2
mmu-miR-299b-5p,Notch2
mmu-miR-299b-5p,Ncor2
mmu-miR-299b-5p,Plcb1
mmu-miR-299b-5p,Ncor2
mmu-miR-299b-5p,Ncor2
mmu-miR-299b-5p,Baz2b
mmu-miR-299b-5p,Slc24a2
mmu-miR-299b-5p,Baz2b
mmu-miR-299b-5p,Ncor2
mmu-miR-299b-5p,Celf2
mmu-miR-299b-5p,Cachd1
mmu-miR-299b-5p,Dab2ip
mmu-miR-299b-5p,Bptf
mmu-miR-299b-5p,Bri3bp
mmu-miR-299b-5p,Baz2b
mmu-miR-299b-5p,Slc24a2
mmu-miR-299b-5p,Dab2ip
mmu-miR-299b-5p,Myo6
mmu-miR-299b-5p,Sel1l
mmu-miR-299b-5p,Myo6
mmu-miR-299b-5p,Ankrd52
mmu-miR-299b-5p,Ncor2
mmu-miR-29a-3p,Adamtsl1
mmu-miR-29a-3p,Macf1
mmu-miR-29a-3p,Lrp4
mmu-miR-29a-3p,Macf1
mmu-miR-29a-3p,Nup205
mmu-miR-29a-3p,Sort1
mmu-miR-29a-3p,Adamtsl1
mmu-miR-29a-3p,Fat3
mmu-miR-29a-3p,Crocc
mmu-miR-29a-3p,Dock9
mmu-miR-29a-3p,Macf1
mmu-miR-29a-3p,Crocc
mmu-miR-29a-3p,Crocc
mmu-miR-29a-3p,Pcif1
mmu-miR-29a-3p,Zfp704
mmu-miR-29a-3p,Crocc
mmu-miR-29a-3p,Nup205
mmu-miR-29a-3p,Clec16a
mmu-miR-29a-3p,Galnt1
mmu-miR-29a-3p,Carns1
mmu-miR-29a-3p,Sbno2
mmu-miR-29a-3p,Gnaz
mmu-miR-29a-3p,Ephb6
mmu-miR-29a-3p,Sec23ip
mmu-miR-29a-3p,Ptges
mmu-miR-29a-3p,Zfp324
mmu-miR-29a-3p,Angpt1
mmu-miR-29a-3p,Iffo2
mmu-miR-29a-3p,Adra2b
mmu-miR-29a-3p,Gdf11
mmu-miR-29a-5p,Macf1
mmu-miR-29a-5p,Macf1
mmu-miR-29a-5p,Crocc
mmu-miR-29a-5p,Smchd1
mmu-miR-29a-5p,Dip2b
mmu-miR-29a-5p,Ttn
mmu-miR-29a-5p,Ccdc88c
mmu-miR-29a-5p,Steap2
mmu-miR-29a-5p,Dip2b
mmu-miR-29a-5p,Crocc
mmu-miR-29a-5p,Ccdc88c
mmu-miR-29a-5p,Ankrd33b
mmu-miR-29a-5p,Ttn
mmu-miR-29a-5p,Macf1
mmu-miR-29a-5p,Steap2
mmu-miR-29a-5p,Ttn
mmu-miR-29a-5p,Unc80
mmu-miR-29a-5p,Crocc
mmu-miR-29a-5p,Ttn
mmu-miR-29a-5p,Ttn
mmu-miR-29a-5p,Ubn2
mmu-miR-29a-5p,Kmt2c
mmu-miR-29a-5p,Ttn
mmu-miR-29a-5p,Atp2b4
mmu-miR-29a-5p,Ccdc50
mmu-miR-29a-5p,Gm608
mmu-miR-29a-5p,Crocc
