,Sample,Detector,Avg 3m Ct1,Avg 3m Ct2,Avg 3m Ct3,Media 3m ct,Avg 6m Ct1,Avg 6m Ct2,Media 6m ct,MEDIA CT 12 MESI,RQ1 3m ,RQ2 3m,RQ3 3m,Media RQ 3m,RQ1 6m,RQ2 6m,Media RQ 6m,RQ 12 MESI,Targets
102,HF_3mesi:setA_1,mmu-miR-143-002249,28.177,29.615,27.956,28.5826666666667,30.951,30.949,30.95,31.7567100524902,1.021,0.587,1.112,0.906666666666667,0.499,0.336,0.4175,1.22718608379364,
103,"LF_3mesi,setA_1",mmu-miR-143-002249,28.517,28.41,27.874,28.267,29.451,29.19,29.3205,31.7312068939209,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
104,HF_3mesi:setA_1,mmu-miR-145-002278,26.441,27.487,26.27,26.7326666666667,27.628,27.708,27.668,0.0,0.837,0.61,1.078,0.841666666666667,0.888,0.678,0.783,0.0,
105,"LF_3mesi,setA_1",mmu-miR-145-002278,26.494,26.34,26.143,26.3256666666667,26.959,26.962,26.9605,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
106,HF_3mesi:setA_1,mmu-miR-146a-000468,24.475,25.254,24.405,24.7113333333333,25.94,26.714,26.327,0.0,0.986,0.829,1.187,1.00066666666667,0.885,0.674,0.7795,0.0,
107,"LF_3mesi,setA_1",mmu-miR-146a-000468,24.765,24.549,24.417,24.577,25.267,25.959,25.613,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
108,HF_3mesi:setA_1,mmu-miR-146b-001097,40.0,40.0,40.0,40.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
109,"LF_3mesi,setA_1",mmu-miR-146b-001097,40.0,40.0,40.0,40.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
110,HF_3mesi:setA_1,mmu-miR-147-002262,40.0,40.0,40.0,40.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.899196147918701,
111,"LF_3mesi,setA_1",mmu-miR-147-002262,40.0,40.0,40.0,40.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
112,HF_3mesi:setA_1,mmu-miR-148a-000470,27.118,27.954,26.761,27.2776666666667,28.233,28.563,28.398,0.0,0.761,0.535,0.981,0.759,1.173,0.766,0.9695,0.0,
113,"LF_3mesi,setA_1",mmu-miR-148a-000470,27.035,26.617,26.499,26.717,27.966,27.992,27.979,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
114,HF_3mesi:setA_1,mmu-miR-148b-000471,31.194,34.45,32.634,32.7593333333333,33.983,33.914,33.9485,34.3952865600586,4.863,0.295,0.557,1.905,1.391,0.599,0.995,0.739947438240051,
115,"LF_3mesi,setA_1",mmu-miR-148b-000471,33.786,32.253,31.555,32.5313333333333,33.962,32.988,33.475,35.7037734985352,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
116,HF_3mesi:setA_1,mmu-miR-150-000473,27.013,27.914,27.083,27.3366666666667,28.956,28.948,28.952,0.0,1.104,0.671,1.042,0.939,0.774,0.667,0.7205,0.0,
117,"LF_3mesi,setA_1",mmu-miR-150-000473,27.466,26.904,26.908,27.0926666666667,28.09,28.177,28.1335,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
118,HF_3mesi:setA_1,mmu-miR-151-3p-001190,33.863,35.063,33.964,34.2966666666667,34.026,33.966,33.996,34.2731094360352,1.912,0.464,1.106,1.16066666666667,0.426,0.348,0.387,0.0,"Clns1a,Mup10,Mup12,Rmi2,Mup14,Mup11,Mup17,Unc5b,Mup15,Mup19,Lrrc4c"
119,"LF_3mesi,setA_1",mmu-miR-151-3p-001190,35.108,33.52,33.874,34.1673333333333,32.297,32.258,32.2775,33.6908836364746,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,"Clns1a,Mup10,Mup12,Rmi2,Mup14,Mup11,Mup17,Unc5b,Mup15,Mup19,Lrrc4c"
120,HF_3mesi:setA_1,mmu-miR-152-000475,28.165,28.796,27.512,28.1576666666667,29.802,29.961,29.8815,0.0,0.818,0.767,1.331,0.972,1.57,0.695,1.1325,0.0,
121,"LF_3mesi,setA_1",mmu-miR-152-000475,28.186,27.978,27.689,27.951,29.955,29.25,29.6025,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
122,HF_3mesi:setA_1,mmu-miR-153-001191,40.0,40.0,40.0,40.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
123,"LF_3mesi,setA_1",mmu-miR-153-001191,40.0,40.0,40.0,40.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
124,HF_3mesi:setA_1,mmu-miR-154-000477,40.0,40.0,36.152,38.7173333333333,0.0,40.0,40.0,0.0,0.0,0.0,16.951,16.951,0.0,0.0,0.0,0.0,
125,"LF_3mesi,setA_1",mmu-miR-154-000477,40.0,40.0,40.0,40.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
126,HF_3mesi:setA_1,mmu-miR-155-002571,23.55,26.349,23.492,24.4636666666667,31.947,32.705,32.326,29.7543354034424,1.351,0.306,1.152,0.936333333333333,0.765,0.683,0.724,1.80527865886688,
127,"LF_3mesi,setA_1",mmu-miR-155-002571,24.294,24.203,23.461,23.986,31.062,31.969,31.5155,30.7774047851562,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
128,HF_3mesi:setA_1,mmu-miR-15a-000389,30.075,30.564,30.224,30.2876666666667,30.977,28.295,29.636,35.3357315063477,0.827,0.618,0.592,0.679,0.681,3.659,2.17,0.0,
129,"LF_3mesi,setA_1",mmu-miR-15a-000389,30.111,29.436,29.231,29.5926666666667,29.927,29.98,29.9535,35.6017417907715,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
130,HF_3mesi:setA_1,mmu-miR-15b-000390,29.257,29.571,28.142,28.99,31.974,30.834,31.404,31.4962692260742,0.571,0.658,1.181,0.803333333333333,0.619,0.617,0.618,0.503048717975617,
131,"LF_3mesi,setA_1",mmu-miR-15b-000390,28.757,28.531,28.146,28.478,30.785,29.952,30.3685,31.4369773864746,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
132,HF_3mesi:setA_1,mmu-miR-16-000391,21.946,23.471,23.199,22.872,24.938,24.945,24.9415,0.0,2.604,0.64,0.633,1.29233333333333,1.316,0.836,1.076,0.0,
133,"LF_3mesi,setA_1",mmu-miR-16-000391,23.637,22.391,22.302,22.7766666666667,24.837,24.501,24.669,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
134,HF_3mesi:setA_1,mmu-miR-17-002308,24.351,25.481,24.381,24.7376666666667,26.64,26.954,26.797,0.0,0.581,0.664,1.03,0.758333333333333,0.872,0.813,0.8425,0.0,
135,"LF_3mesi,setA_1",mmu-miR-17-002308,23.877,24.454,24.188,24.173,25.945,26.469,26.207,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
136,HF_3mesi:setA_1,mmu-miR-181a-000480,33.386,36.212,33.635,34.411,33.522,33.692,33.607,0.0,1.119,0.21,1.205,0.844666666666667,1.882,0.357,1.1195,0.0,
137,"LF_3mesi,setA_1",mmu-miR-181a-000480,33.858,33.523,33.669,33.6833333333333,33.936,32.02,32.978,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
138,HF_3mesi:setA_1,mmu-miR-181c-000482,39.018,38.291,38.875,38.728,40.0,35.99,37.995,0.0,0.132,0.737,0.119,0.329333333333333,0.088,0.188,0.138,1.53056526184082,
139,"LF_3mesi,setA_1",mmu-miR-181c-000482,36.406,37.416,35.568,36.4633333333333,35.989,33.391,34.69,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
140,HF_3mesi:setA_1,mmu-miR-182-002599,30.192,30.491,30.656,30.4463333333333,31.959,31.49,31.7245,33.4194412231445,3.615,2.272,1.111,2.33266666666667,1.29,1.571,1.4305,1.10867249965668,
141,"LF_3mesi,setA_1",mmu-miR-182-002599,32.356,31.24,30.572,31.3893333333333,31.829,31.956,31.8925,34.9372520446777,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
142,HF_3mesi:setA_1,mmu-miR-183-002269,37.835,40.0,36.574,38.1363333333333,35.973,35.91,35.9415,37.1353073120117,3.617,0.0,3.205,3.411,0.286,0.6,0.443,0.722818732261658,
143,"LF_3mesi,setA_1",mmu-miR-183-002269,40.0,40.0,38.019,39.3396666666667,33.669,34.986,34.3275,36.8827705383301,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,
144,HF_3mesi:setA_1,mmu-miR-184-000485,32.818,33.316,33.01,33.048,34.96,36.959,35.9595,0.0,117.11,1.249,0.579,39.646,1.309,0.14,0.7245,0.0,
145,"LF_3mesi,setA_1",mmu-miR-184-000485,40.0,33.202,31.985,35.0623333333333,34.851,33.94,34.3955,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
146,HF_3mesi:setA_1,mmu-miR-185-002271,30.582,32.551,30.749,31.294,32.965,32.935,32.95,0.0,1.162,0.532,1.387,1.027,1.759,1.053,1.406,0.0,
147,"LF_3mesi,setA_1",mmu-miR-185-002271,31.109,31.205,30.986,31.1,33.282,32.823,33.0525,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
148,HF_3mesi:setA_1,mmu-miR-186-002285,27.469,28.167,27.393,27.6763333333333,29.946,30.959,30.4525,0.0,1.091,0.764,0.908,0.921,1.099,1.062,1.0805,0.0,
149,"LF_3mesi,setA_1",mmu-miR-186-002285,27.905,27.344,27.019,27.4226666666667,29.585,30.859,30.222,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
150,HF_3mesi:setA_1,mmu-miR-187-001193,31.729,33.908,32.023,32.5533333333333,33.994,33.988,33.991,34.6596984863281,1.514,1.761,1.42,1.565,1.12,0.295,0.7075,0.0,
151,"LF_3mesi,setA_1",mmu-miR-187-001193,32.637,34.289,32.294,33.0733333333333,33.66,32.041,32.8505,33.961727142334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
152,HF_3mesi:setA_1,mmu-miR-188-3p-002106,40.0,40.0,40.0,40.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.15667653083801,"Med13l,Oxct1,Kbtbd11,Fzd5,Rdh13,Nfkbia,Mnat1,Mob3c,ATG7,Haus2,Rnf185,Wdr25,Btrc,Zfp970,Tshz3,Mnt,Zfp971,Trim71,Gda,Grasp"
153,"LF_3mesi,setA_1",mmu-miR-188-3p-002106,40.0,40.0,40.0,40.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"Med13l,Oxct1,Kbtbd11,Fzd5,Rdh13,Nfkbia,Mnat1,Mob3c,ATG7,Haus2,Rnf185,Wdr25,Btrc,Zfp970,Tshz3,Mnt,Zfp971,Trim71,Gda,Grasp"
154,HF_3mesi:setA_1,mmu-miR-188-5p-002320,33.176,34.106,32.412,33.2313333333333,34.941,34.175,34.558,37.0937805175781,0.265,0.383,0.754,0.467333333333333,1.21,0.965,1.0875,0.396998405456543,"Mgat4a,Slc8a1,Fam46d,Il21,Tmprss15,Tspan12,Akr1c14,Olfr658,Htr3b,2900026A02Rik,Irs4,Jarid2,Rhag,Cecr6,Elovl1,Gramd1c,Mrpl41,Senp1,Ubp1,Mtor,Trim43b,Nsd2,Ufd1,Smg1,Lars2"
155,"LF_3mesi,setA_1",mmu-miR-188-5p-002320,31.572,32.287,31.769,31.876,34.719,33.936,34.3275,33.314151763916,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"Mgat4a,Slc8a1,Fam46d,Il21,Tmprss15,Tspan12,Akr1c14,Olfr658,Htr3b,2900026A02Rik,Irs4,Jarid2,Rhag,Cecr6,Elovl1,Gramd1c,Mrpl41,Senp1,Ubp1,Mtor,Trim43b,Nsd2,Ufd1,Smg1,Lars2"
156,HF_3mesi:setA_1,mmu-miR-18a-002422,34.145,33.93,33.715,33.93,34.706,33.315,34.0105,38.8376541137695,0.645,8.871,0.698,3.40466666666667,3.462,1.678,2.57,0.0,
157,"LF_3mesi,setA_1",mmu-miR-18a-002422,33.822,36.644,32.961,34.4756666666667,36.0,33.875,34.9375,37.6870574951172,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
158,HF_3mesi:setA_1,mmu-miR-18b-002466,40.0,40.0,40.0,40.0,0.0,40.0,40.0,0.0,0.0,1.035,0.0,1.035,0.0,0.012,0.012,0.0,
159,"LF_3mesi,setA_1",mmu-miR-18b-002466,40.0,39.615,40.0,39.8716666666667,0.0,33.375,33.375,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,
160,HF_3mesi:setA_1,mmu-miR-190-000489,33.613,34.586,32.986,33.7283333333333,35.962,35.503,35.7325,0.0,1.504,0.872,3.699,2.025,0.631,1.567,1.099,0.0,
161,"LF_3mesi,setA_1",mmu-miR-190-000489,34.512,33.954,34.638,34.368,34.8,35.964,35.382,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
162,HF_3mesi:setA_1,mmu-miR-191-002299,23.2,23.815,23.585,23.5333333333333,25.545,25.688,25.6165,0.0,1.541,1.135,0.925,1.20033333333333,0.932,0.684,0.808,0.464266568422318,
163,"LF_3mesi,setA_1",mmu-miR-191-002299,24.134,23.563,23.238,23.645,24.947,24.953,24.95,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
164,HF_3mesi:setA_1,mmu-miR-192-000491,22.05,22.948,22.304,22.434,24.948,24.968,24.958,0.0,1.388,0.768,0.9,1.01866666666667,1.434,0.885,1.1595,0.0,
165,"LF_3mesi,setA_1",mmu-miR-192-000491,22.833,22.132,21.917,22.294,24.97,24.605,24.7875,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
166,HF_3mesi:setA_1,mmu-miR-193-002250,28.566,30.43,29.54,29.512,32.293,32.968,32.6305,32.4874839782715,3.088,0.317,0.75,1.385,2.244,0.964,1.604,0.0485984086990356,
167,"LF_3mesi,setA_1",mmu-miR-193-002250,30.503,28.339,28.889,29.2436666666667,32.961,32.729,32.845,33.1710357666016,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
168,HF_3mesi:setA_1,mmu-miR-193b-002467,30.473,31.409,30.393,30.7583333333333,32.541,32.417,32.479,31.3869895935059,0.578,0.457,0.655,0.563333333333333,0.479,0.822,0.6505,0.14452201128006,
169,"LF_3mesi,setA_1",mmu-miR-193b-002467,29.992,29.845,29.548,29.795,30.983,31.948,31.4655,31.5578174591064,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
170,HF_3mesi:setA_1,mmu-miR-194-000493,23.584,25.13,24.278,24.3306666666667,26.975,27.013,26.994,0.0,1.929,0.741,1.023,1.231,1.393,1.032,1.2125,0.0,
171,"LF_3mesi,setA_1",mmu-miR-194-000493,24.842,24.262,24.076,24.3933333333333,26.956,26.873,26.9145,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
172,HF_3mesi:setA_1,mmu-miR-195-000494,26.882,28.03,26.976,27.296,29.955,28.948,29.4515,29.7321262359619,1.454,0.674,1.215,1.11433333333333,0.552,0.59,0.571,0.0,
173,"LF_3mesi,setA_1",mmu-miR-195-000494,27.731,27.025,27.021,27.259,28.601,28.001,28.301,30.3080711364746,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
174,HF_3mesi:setA_1,mmu-miR-196b-002215,40.0,38.904,40.0,39.6346666666667,0.0,40.0,40.0,0.0,0.0,0.623,0.0,0.623,0.0,0.108,0.108,0.0,
175,"LF_3mesi,setA_1",mmu-miR-196b-002215,40.0,37.785,40.0,39.2616666666667,0.0,36.598,36.598,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,
176,HF_3mesi:setA_1,mmu-miR-197-000497,34.763,37.399,33.525,35.229,35.951,34.845,35.398,0.0,1.309,0.94,2.818,1.689,0.436,0.091,0.2635,0.0,
177,"LF_3mesi,setA_1",mmu-miR-197-000497,35.461,36.875,34.785,35.707,34.258,31.201,32.7295,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
178,HF_3mesi:setA_1,mmu-miR-195-000494,26.882,28.03,26.976,27.296,29.955,28.948,29.4515,29.7321262359619,1.454,0.674,1.215,1.11433333333333,0.552,0.59,0.571,1.20961594581604,
179,"LF_3mesi,setA_1",mmu-miR-195-000494,27.731,27.025,27.021,27.259,28.601,28.001,28.301,30.3080711364746,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
180,HF_3mesi:setA_1,mmu-miR-199a-5p-000498,34.548,40.0,40.0,38.1826666666667,40.0,40.0,40.0,0.0,35.313,0.0,0.066,17.6895,0.022,0.018,0.02,0.847816586494446,"Ccnb1,Myo18b,D3Ertd254e,Maoa,Ctgf,Lpin1,Crem,Zfp937,Cd4,Adgra1,Clic5,Adam19,Impg2,Sftpd,Nucb1,Cdkn2aipnl,Rnf11,Il17rd,Fgl2,Sumf2,Pdxdc1,Ms4a6c,Dusp18,Hif1a,Akna,Srgap3,Rhou,Sirt1,Dsg2,Pde4d,Npbwr1,Tgfb2,Hcn1,Pus7,Samd7"
181,"LF_3mesi,setA_1",mmu-miR-199a-5p-000498,40.0,40.0,35.836,38.612,33.985,34.018,34.0015,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,"Ccnb1,Myo18b,D3Ertd254e,Maoa,Ctgf,Lpin1,Crem,Zfp937,Cd4,Adgra1,Clic5,Adam19,Impg2,Sftpd,Nucb1,Cdkn2aipnl,Rnf11,Il17rd,Fgl2,Sumf2,Pdxdc1,Ms4a6c,Dusp18,Hif1a,Akna,Srgap3,Rhou,Sirt1,Dsg2,Pde4d,Npbwr1,Tgfb2,Hcn1,Pus7,Samd7"
182,HF_3mesi:setA_1,mmu-miR-19a-000395,23.343,26.092,26.415,25.2833333333333,28.773,27.869,28.321,29.8042011260986,6.033,1.888,0.779,2.9,0.816,0.619,0.7175,0.0,
183,"LF_3mesi,setA_1",mmu-miR-19a-000395,26.246,26.574,25.819,26.213,27.983,26.991,27.487,29.4465560913086,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
184,HF_3mesi:setA_1,mmu-miR-19b-000396,23.59,24.686,23.525,23.9336666666667,24.971,24.897,24.934,0.0,0.552,0.467,0.747,0.588666666666667,0.81,0.596,0.703,1.12267529964447,
185,"LF_3mesi,setA_1",mmu-miR-19b-000396,23.043,23.154,22.869,23.022,24.169,23.965,24.067,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
186,HF_3mesi:setA_1,mmu-miR-200a-000502,29.165,30.9,29.28,29.7816666666667,31.989,31.969,31.979,31.5017108917236,1.021,0.515,1.074,0.87,0.269,0.132,0.2005,0.0,
187,"LF_3mesi,setA_1",mmu-miR-200a-000502,29.505,29.509,29.148,29.3873333333333,29.596,28.865,29.2305,33.1560440063477,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
188,HF_3mesi:setA_1,mmu-miR-200b-002251,28.581,29.772,28.854,29.069,30.968,29.95,30.459,30.7640438079834,1.395,0.712,0.761,0.956,0.304,0.176,0.24,0.0,
189,"LF_3mesi,setA_1",mmu-miR-200b-002251,29.371,28.846,28.224,28.8136666666667,28.755,27.254,28.0045,31.5553741455078,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
190,HF_3mesi:setA_1,mmu-miR-200c-002300,32.083,31.742,31.042,31.6223333333333,33.017,32.002,32.5095,33.5898399353027,0.524,1.219,0.76,0.834333333333333,0.141,0.129,0.135,1.12267529964447,
191,"LF_3mesi,setA_1",mmu-miR-200c-002300,31.46,31.592,30.411,31.1543333333333,29.692,28.862,29.277,33.143310546875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
192,HF_3mesi:setA_1,mmu-miR-201-002578,40.0,40.0,40.0,40.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
193,"LF_3mesi,setA_1",mmu-miR-201-002578,40.0,40.0,40.0,40.0,0.0,28.255,28.255,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,
194,HF_3mesi:setA_1,mmu-miR-202-3p-001195,32.452,40.0,39.622,37.358,35.972,36.079,36.0255,0.0,19.884,0.072,0.07,6.67533333333333,23.03,0.352,11.691,0.587781608104706,"Ifnar1,Apc2,Msi2,Mup11,Nf2,Sox9,Mup17,Meis2,Lins1,Ccr7"
195,"LF_3mesi,setA_1",mmu-miR-202-3p-001195,37.076,35.77,35.557,36.1343333333333,40.0,34.385,37.1925,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,"Ifnar1,Apc2,Msi2,Mup11,Nf2,Sox9,Mup17,Meis2,Lins1,Ccr7"
196,HF_3mesi:setA_1,mmu-miR-202-5p-002579,40.0,40.0,40.0,40.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Fkbp9,Irgq,Slc17a8,Dlgap1,Sox9,Gon7,Onecut2,Moap1"
197,"LF_3mesi,setA_1",mmu-miR-202-5p-002579,40.0,40.0,40.0,40.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Fkbp9,Irgq,Slc17a8,Dlgap1,Sox9,Gon7,Onecut2,Moap1"
198,HF_3mesi:setA_1,mmu-miR-203-000507,26.177,27.355,26.273,26.6016666666667,28.976,28.683,28.8295,0.0,0.971,0.706,0.728,0.801666666666667,1.179,0.695,0.937,2.37072777748108,
199,"LF_3mesi,setA_1",mmu-miR-203-000507,26.445,26.418,25.581,26.148,28.715,27.971,28.343,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
200,HF_3mesi:setA_1,mmu-miR-204-000508,40.0,40.0,40.0,40.0,0.0,7.674,7.674,0.0,0.0,0.0,0.0,0.0,0.0,33208962.0,33208962.0,1.30344259738922,
201,"LF_3mesi,setA_1",mmu-miR-204-000508,40.0,40.0,40.0,40.0,0.0,32.473,32.473,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,
202,HF_3mesi:setA_1,mmu-miR-205-000509,40.0,40.0,40.0,40.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.552661061286926,
203,"LF_3mesi,setA_1",mmu-miR-205-000509,40.0,40.0,40.0,40.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
204,HF_3mesi:setA_1,mmu-miR-207-001198,40.0,40.0,40.0,40.0,0.0,38.299,38.299,0.0,0.0,0.0,0.148,0.148,0.0,0.123,0.123,0.0,"Cplx2,Ascl4,Preb,Rab3c,Steap2,Zfp994,Emp2,Prr5l,Itgam,Sh3bgrl,Ntm,Prkag3,Mfsd4b5,Txnl4a,Adcy6,Pigr,Crebrf,Oacyl,Nab1,Gda,Prlr,Lpl,Slc22a12,Nrl,Plcl1,Dzank1,Ubtf"
205,"LF_3mesi,setA_1",mmu-miR-207-001198,40.0,40.0,37.008,39.0026666666667,0.0,35.093,35.093,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,"Cplx2,Ascl4,Preb,Rab3c,Steap2,Zfp994,Emp2,Prr5l,Itgam,Sh3bgrl,Ntm,Prkag3,Mfsd4b5,Txnl4a,Adcy6,Pigr,Crebrf,Oacyl,Nab1,Gda,Prlr,Lpl,Slc22a12,Nrl,Plcl1,Dzank1,Ubtf"
206,HF_3mesi:setA_1,mmu-miR-208-000511,39.289,40.0,40.0,39.763,0.0,35.936,35.936,0.0,1.321,0.0,0.0,1.321,0.0,0.238,0.238,0.0,
207,"LF_3mesi,setA_1",mmu-miR-208-000511,40.0,40.0,40.0,40.0,0.0,33.677,33.677,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,
208,HF_3mesi:setA_1,mmu-miR-208b-002290,38.984,35.296,40.0,38.0933333333333,0.0,40.0,40.0,0.0,1.632,35.233,0.0,18.4325,0.0,0.0,0.0,0.0,
209,"LF_3mesi,setA_1",mmu-miR-208b-002290,40.0,40.0,40.0,40.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
210,HF_3mesi:setA_1,mmu-miR-20a-000580,26.594,27.639,25.959,26.7306666666667,27.75,27.869,27.8095,29.6456604003906,0.647,0.35,0.691,0.562666666666667,0.809,0.605,0.707,0.0,
211,"LF_3mesi,setA_1",mmu-miR-20a-000580,26.275,25.687,25.19,25.7173333333333,26.947,26.957,26.952,29.4627876281738,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
212,HF_3mesi:setA_1,mmu-miR-20b-001014,32.248,33.38,31.957,32.5283333333333,33.942,33.933,33.9375,36.459545135498,0.558,0.241,0.63,0.476333333333333,0.552,0.633,0.5925,0.0,
213,"LF_3mesi,setA_1",mmu-miR-20b-001014,31.718,30.893,31.055,31.222,32.587,33.086,32.8365,35.0641479492187,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
214,HF_3mesi:setA_1,mmu-miR-21-000397,25.208,26.345,25.136,25.563,26.403,25.946,26.1745,0.0,0.684,0.565,0.867,0.705333333333333,1.036,1.101,1.0685,0.0,
215,"LF_3mesi,setA_1",mmu-miR-21-000397,24.97,25.085,24.695,24.9166666666667,25.957,25.898,25.9275,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
216,HF_3mesi:setA_1,mmu-miR-210-000512,30.082,30.995,30.857,30.6446666666667,30.82,31.531,31.1755,33.3301544189453,7.092,1.782,0.744,3.206,1.597,0.767,1.182,0.0,
217,"LF_3mesi,setA_1",mmu-miR-210-000512,33.219,31.393,30.196,31.6026666666667,30.998,30.963,30.9805,33.6648139953613,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
218,HF_3mesi:setA_1,mmu-miR-211-001199,40.0,40.0,34.941,38.3136666666667,0.0,40.0,40.0,0.0,0.03,0.0,39.244,19.637,0.0,0.07,0.07,0.0,
219,"LF_3mesi,setA_1",mmu-miR-211-001199,35.265,40.0,40.0,38.4216666666667,0.0,35.971,35.971,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,
220,HF_3mesi:setA_1,mmu-miR-214-002306,30.26,31.717,30.313,30.7633333333333,31.353,31.975,31.664,33.1484222412109,1.959,0.623,1.309,1.297,0.549,0.236,0.3925,0.0,
221,"LF_3mesi,setA_1",mmu-miR-214-002306,31.54,30.6,30.466,30.8686666666667,29.991,29.706,29.8485,34.2165870666504,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
222,HF_3mesi:setA_1,mmu-miR-215-001200,33.004,33.335,34.199,33.5126666666667,33.823,33.205,33.514,0.0,0.52,0.651,2.01,1.06033333333333,0.071,9.112,4.5915,0.663478910923004,
223,"LF_3mesi,setA_1",mmu-miR-215-001200,32.37,32.28,34.971,33.207,29.51,36.206,32.858,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
224,HF_3mesi:setA_1,mmu-miR-216a-002220,40.0,40.0,40.0,40.0,0.0,28.158,28.158,0.0,0.0,0.0,0.0,0.0,0.0,4178.403,4178.403,0.286299914121628,
