,Sample,Detector,Avg 3m Ct1,Avg 3m Ct2,Avg 3m Ct3,Media 3m ct,Avg 6m Ct1,Avg 6m Ct2,Media 6m ct,MEDIA CT 12 MESI,RQ1 3m ,RQ2 3m,RQ3 3m,Media RQ 3m,RQ1 6m,RQ2 6m,Media RQ 6m,RQ 12 MESI,Targets
324,HF_3mesi:setA_1,mmu-miR-324-3p-002509,32.468,34.778,33.313,33.5196666666667,34.019,31.688,32.8535,0.0,2.091,0.988,2.678,1.919,0.426,2.859,1.6425,0.768431901931763,"Zzz3,Nmb,Slc12a7,2810407C02Rik,Fam171b,Snn,Ept1,Smad4,Lrrc57,Zfp592,Klf9,Ywhab,Pfkfb2,Col12a1,Caln1,Csrnp2,Patl1,Ttpal,Slc6a6,Nck1,Ankrd28,Padi2,Tacc1,Sdc2,Mtmr4,Mapk6,Slc12a2,Slc17a6,Rab6a,Ankrd46,Drd2,Tfb2m,Fndc5,Ywhag,Zeb2,Gabra1,Usp46,Zeb1,Tmem131,Impad1,Prrt1,Bag4,Rassf4,Tsc1,Gpam,Klhdc10,Rgl1,Cbx5,Bola2,C230081A13Rik,Cacna2d3,Arpp21,Nfxl1,Vat1,Pptc7,Ttyh3,Mmp24,Heg1,Tcf4,Arhgdia,Ctnnb1,Ablim1,Whsc1l1,Gja1,Anxa5,Mtmr6,Zmiz1,Stx17,Gspt2,Adcyap1r1,Ugt8a,Pds5b,Nploc4,Lin7c,Pdzd2,Pcmtd2,Tpra1,Faf2,Ccdc25,Eps15,Klhl23,Zkscan8,Adcy5,G3bp2,Sfmbt1,Cnksr3,L1cam,Tanc2,Mbip,Ulk1,Pygb,Lrp3,Acot7,Gfod1,Zzef1,Rit1,Map2k1,Gabrb2,Pex19,Bmpr1a,Nuak1,Mapk14,Scn3b,Cog7,Wdr85,Ppig,Klhl32,Dag1,Mdn1,Lsamp,Slc35d1,Pacs2,Alkbh5,Tm9sf4,Ryk,Fam135a,Gnao1,Cnot6,Tmx4,Riok3,Pik3ca,Lnpep,Nr2c2,Dnajc5,Igbp1,Ap2a2,Galnt7,Rela,Clip1,Hpcal4,Gfap,Fam19a5,Pim3,H2-D1,Tgfbr2,Prkdc,Garnl3,Cldn25,Gprin3,Pan3,Fam195b,Clcn4-2,Lfng,Kif1b,Rmnd5a,Ppp3r1,Fbxw7,Rbm39,Cadm3,Jam2,Tmem109,Evl,Rsbn1l,Nlgn2,Gda,Shc4,Dpysl2,Tmem135,Mkrn2,Zfp414,Ntrk2,Hyal1,Cpm,Rab3c,Cfl2,Oxsr1,Dkk3,Slc24a2,Tln1,4933426M11Rik,Fbxo18,Mecp2,Asxl2,Atrn,Ccnjl,Cplx1,Skil,Syp,Gigyf2,Iqsec2,Dvl2,Cav2,Mid2,Ank2,Rock2,Astn1,Ngfrap1,Zmat4,Utrn,Clock,Stx8,Ppp1r1a,2700081O15Rik,Maml1,Nudcd3,Eif1a,Ttc3,Akap9,Gga3,Wnk1,Myt1,Katnbl1,Acvr1b,Rap1gap,Pard6g,Macf1,Rc3h2,Mettl16,Fam73a,Rabgap1l,Rhov,Vezt,Nedd4,Nfib,Igf1r,Ncan,Smg7,Ocln,Ankrd12,Gnb1,Rap2c,Cln8,Nos1,Ccdc127,Nrsn1,Ppm1f,Syncrip,Lmbrd1,Baz2a,Zfp652,Zfp516,Fem1b,Tmod2,Kif5c,Arl6ip5,Prkcb,Osbpl9,Hs3st5,Crat,Syt11,Ralgds,Gtf2i,Zfp148,Epb4.1l2,Dmtf1,Smarca4,Wasf2,Intu,4931428F04Rik,Hook1,Snx30,Tpmt,Ppapdc1b,Abl2,Scn4b,Mdp1,Slc25a46,Ednra,Sytl2,Etv3,Stx16,Itm2c,Gatsl2,Fam104a,Rogdi,Stag1,Esyt2,Trps1,Frmd5,Psmb11,Slc4a8,Reep1,Dos,Gpc1,Rabl3,Osbpl8,Canx,Slc31a1,Ralgapb,Slc43a2,Gria2,Ncam1,Scamp1,Smad3,Cd99l2,Syt1,Lpgat1,Atp6v1b2,Myo18a,Hadha,March6,Lipa,Rnf44,Spred2,Pip4k2b,Cd200,Cdc27,Kmt2a,Lrrc58,Frs2,Lrrc4,Hdac6,Ap2b1,Abl1,Lix1,Nme1,Gpatch8,Fbxl18,Nup50,Zfp521,Cpeb2,Il1r1,Myo6,Zfyve26,Reep5,Zfp106,Srrm4,Tenm4,Ric3,Ppp6c,Gnptab,Usp7,Psd3,Usp6nl,Wwtr1,Narg2,March8,Chd4,Antxr1,Mtch1,Cbfb,Ccdc50,Tor1aip2,Gpm6b,Papd7,Ash1l,Enpp4,Adam10,Pip4k2c,Rab5b,Pcnx,Rab6b,Zmym4,Jazf1,Dgcr2,Snhg11,Kitl,Laptm4a,Acss1,Chrna4,Slc22a23"
325,"LF_3mesi,setA_1",mmu-miR-324-3p-002509,33.842,34.326,34.499,34.2223333333333,32.289,33.017,32.653,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"Zzz3,Nmb,Slc12a7,2810407C02Rik,Fam171b,Snn,Ept1,Smad4,Lrrc57,Zfp592,Klf9,Ywhab,Pfkfb2,Col12a1,Caln1,Csrnp2,Patl1,Ttpal,Slc6a6,Nck1,Ankrd28,Padi2,Tacc1,Sdc2,Mtmr4,Mapk6,Slc12a2,Slc17a6,Rab6a,Ankrd46,Drd2,Tfb2m,Fndc5,Ywhag,Zeb2,Gabra1,Usp46,Zeb1,Tmem131,Impad1,Prrt1,Bag4,Rassf4,Tsc1,Gpam,Klhdc10,Rgl1,Cbx5,Bola2,C230081A13Rik,Cacna2d3,Arpp21,Nfxl1,Vat1,Pptc7,Ttyh3,Mmp24,Heg1,Tcf4,Arhgdia,Ctnnb1,Ablim1,Whsc1l1,Gja1,Anxa5,Mtmr6,Zmiz1,Stx17,Gspt2,Adcyap1r1,Ugt8a,Pds5b,Nploc4,Lin7c,Pdzd2,Pcmtd2,Tpra1,Faf2,Ccdc25,Eps15,Klhl23,Zkscan8,Adcy5,G3bp2,Sfmbt1,Cnksr3,L1cam,Tanc2,Mbip,Ulk1,Pygb,Lrp3,Acot7,Gfod1,Zzef1,Rit1,Map2k1,Gabrb2,Pex19,Bmpr1a,Nuak1,Mapk14,Scn3b,Cog7,Wdr85,Ppig,Klhl32,Dag1,Mdn1,Lsamp,Slc35d1,Pacs2,Alkbh5,Tm9sf4,Ryk,Fam135a,Gnao1,Cnot6,Tmx4,Riok3,Pik3ca,Lnpep,Nr2c2,Dnajc5,Igbp1,Ap2a2,Galnt7,Rela,Clip1,Hpcal4,Gfap,Fam19a5,Pim3,H2-D1,Tgfbr2,Prkdc,Garnl3,Cldn25,Gprin3,Pan3,Fam195b,Clcn4-2,Lfng,Kif1b,Rmnd5a,Ppp3r1,Fbxw7,Rbm39,Cadm3,Jam2,Tmem109,Evl,Rsbn1l,Nlgn2,Gda,Shc4,Dpysl2,Tmem135,Mkrn2,Zfp414,Ntrk2,Hyal1,Cpm,Rab3c,Cfl2,Oxsr1,Dkk3,Slc24a2,Tln1,4933426M11Rik,Fbxo18,Mecp2,Asxl2,Atrn,Ccnjl,Cplx1,Skil,Syp,Gigyf2,Iqsec2,Dvl2,Cav2,Mid2,Ank2,Rock2,Astn1,Ngfrap1,Zmat4,Utrn,Clock,Stx8,Ppp1r1a,2700081O15Rik,Maml1,Nudcd3,Eif1a,Ttc3,Akap9,Gga3,Wnk1,Myt1,Katnbl1,Acvr1b,Rap1gap,Pard6g,Macf1,Rc3h2,Mettl16,Fam73a,Rabgap1l,Rhov,Vezt,Nedd4,Nfib,Igf1r,Ncan,Smg7,Ocln,Ankrd12,Gnb1,Rap2c,Cln8,Nos1,Ccdc127,Nrsn1,Ppm1f,Syncrip,Lmbrd1,Baz2a,Zfp652,Zfp516,Fem1b,Tmod2,Kif5c,Arl6ip5,Prkcb,Osbpl9,Hs3st5,Crat,Syt11,Ralgds,Gtf2i,Zfp148,Epb4.1l2,Dmtf1,Smarca4,Wasf2,Intu,4931428F04Rik,Hook1,Snx30,Tpmt,Ppapdc1b,Abl2,Scn4b,Mdp1,Slc25a46,Ednra,Sytl2,Etv3,Stx16,Itm2c,Gatsl2,Fam104a,Rogdi,Stag1,Esyt2,Trps1,Frmd5,Psmb11,Slc4a8,Reep1,Dos,Gpc1,Rabl3,Osbpl8,Canx,Slc31a1,Ralgapb,Slc43a2,Gria2,Ncam1,Scamp1,Smad3,Cd99l2,Syt1,Lpgat1,Atp6v1b2,Myo18a,Hadha,March6,Lipa,Rnf44,Spred2,Pip4k2b,Cd200,Cdc27,Kmt2a,Lrrc58,Frs2,Lrrc4,Hdac6,Ap2b1,Abl1,Lix1,Nme1,Gpatch8,Fbxl18,Nup50,Zfp521,Cpeb2,Il1r1,Myo6,Zfyve26,Reep5,Zfp106,Srrm4,Tenm4,Ric3,Ppp6c,Gnptab,Usp7,Psd3,Usp6nl,Wwtr1,Narg2,March8,Chd4,Antxr1,Mtch1,Cbfb,Ccdc50,Tor1aip2,Gpm6b,Papd7,Ash1l,Enpp4,Adam10,Pip4k2c,Rab5b,Pcnx,Rab6b,Zmym4,Jazf1,Dgcr2,Snhg11,Kitl,Laptm4a,Acss1,Chrna4,Slc22a23"
326,HF_3mesi:setA_1,mmu-miR-324-5p-000539,34.323,40.0,33.265,35.8626666666667,35.98,34.833,35.4065,0.0,1.105,0.024,0.686,0.605,0.667,2.544,1.6055,0.675951182842255,"Ubxn8,Smo,Rcan2,Zscan12,Vash1,Tmc8,Slc2a10,Dip2b,Gjc3,Zbtb21,Kcnk6"
327,"LF_3mesi,setA_1",mmu-miR-324-5p-000539,34.776,34.184,32.486,33.8153333333333,34.898,35.994,35.446,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"Ubxn8,Smo,Rcan2,Zscan12,Vash1,Tmc8,Slc2a10,Dip2b,Gjc3,Zbtb21,Kcnk6"
328,HF_3mesi:setA_1,mmu-miR-325-002510,40.0,40.0,40.0,40.0,0.0,32.238,32.238,0.0,0.0,0.0,0.234,0.234,0.0,246.98,246.98,0.0,
329,"LF_3mesi,setA_1",mmu-miR-325-002510,40.0,40.0,37.669,39.223,0.0,40.0,40.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,
330,HF_3mesi:setA_1,mmu-miR-328-000543,28.129,30.167,28.503,28.933,29.958,29.978,29.968,0.0,2.181,0.591,1.099,1.29033333333333,0.956,0.865,0.9105,0.0,
331,"LF_3mesi,setA_1",mmu-miR-328-000543,29.564,28.974,28.404,28.9806666666667,29.395,29.583,29.489,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
332,HF_3mesi:setA_1,mmu-miR-329-000192,40.0,40.0,40.0,40.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022,0.022,0.0,
333,"LF_3mesi,setA_1",mmu-miR-329-000192,40.0,40.0,40.0,40.0,0.0,34.297,34.297,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,
334,HF_3mesi:setA_1,mmu-miR-330-002230,37.681,40.0,40.0,39.227,0.0,40.0,40.0,0.0,4.024,0.0,0.0,4.024,0.0,0.008,0.008,0.0,
335,"LF_3mesi,setA_1",mmu-miR-330-002230,40.0,40.0,40.0,40.0,0.0,32.823,32.823,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,
336,HF_3mesi:setA_1,mmu-miR-331-3p-000545,27.867,27.95,27.012,27.6096666666667,29.764,28.979,29.3715,28.9890747070312,0.945,0.862,2.116,1.30766666666667,0.822,1.122,0.972,0.0,"Slc17a8,Maoa,Nol11,Mrm3,Hectd3,Cmtm6,Tmx4,Zfp870,Ms4a6c,Tbc1d8b,Aim2,Golga2,H2-Q4,Nkain3,AY074887,Eci1,Trappc9,Lats1,Zfp949,Pi16,Gm7609"
337,"LF_3mesi,setA_1",mmu-miR-331-3p-000545,28.095,27.302,27.858,27.7516666666667,28.985,28.959,28.972,29.1361236572266,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,"Slc17a8,Maoa,Nol11,Mrm3,Hectd3,Cmtm6,Tmx4,Zfp870,Ms4a6c,Tbc1d8b,Aim2,Golga2,H2-Q4,Nkain3,AY074887,Eci1,Trappc9,Lats1,Zfp949,Pi16,Gm7609"
338,HF_3mesi:setA_1,mmu-miR-331-5p-002233,38.924,38.929,35.81,37.8876666666667,30.651,40.0,35.3255,0.0,1.161,0.026,0.519,0.568666666666667,5.98,0.153,3.0665,0.0,"Ybey,Zfp871,Oxsm,Eif2s1,Nkain3,Cd28,Pcdh20,Mllt1,Kcnk6,Adtrp"
339,"LF_3mesi,setA_1",mmu-miR-331-5p-002233,39.45,33.24,34.629,35.773,32.733,37.104,34.9185,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,"Ybey,Zfp871,Oxsm,Eif2s1,Nkain3,Cd28,Pcdh20,Mllt1,Kcnk6,Adtrp"
340,HF_3mesi:setA_1,mmu-miR-335-3p-002185,31.907,33.33,31.168,32.135,33.692,33.995,33.8435,0.0,0.829,0.89,1.633,1.11733333333333,0.849,0.558,0.7035,0.0,"Mthfd2,Fam83e,Sfrp1,Pkib,Pabpc5,Afg3l1,Ide,Tecpr2,Dhfr,Ank3,Epha7,Slc1a2,Pclo,Fpr2,Cdc23,Ube2d3,Cry2,Zfp568,Jph1,Zfp354a,Pten,Opn5,Appl1,Rap2b,Nppc,Tgfb2,Mgat3,Zfp92,Arid2,Rabepk,Ubr3,Synj2bp,Pax2,Csgalnact2,Dusp8,Sel1l,Kat2b,Zdhhc20,Jakmip2,Csf3r,Kcnf1,March5,Fnta,Smyd4,Zic2,Zfyve27,Med13,Zyg11b,Prpf31,Gid4,Prkaa2,Zeb1,Eepd1,Mex3a,Spc24,Eci1,Rnf165,Xcr1,Ppm1k,Tbx20,Tmem255a,Cbfa2t3,Zfp516,Snx16,Rsad2,Meis2,Onecut2,Mat2a,Coch,Tmem38b,Atg5,Sgpp2,Hspa13,Wdr26,Eid1,Cdadc1,Dusp26,Sstr1,Ccdc153,Tmed5,Il17re,Zfp704,Tcf4,Mmachc,Fbxl14,Csnk1g3,Cmc2,Tmem132b,Erich5,Tes,Flrt2,Grpr,Irf8,Wdr89,Gpm6b,Kcnmb2,Foxp1,Nnt,Fli1,Chka,Cpox,Cntln,Rbm4b,Cap2,Ccnjl,Zfp933,Psmb11,Aida,Gys1,Senp8,Nup133,Prkacb,Sox11,Hspa12a"
341,"LF_3mesi,setA_1",mmu-miR-335-3p-002185,31.947,32.728,31.641,32.1053333333333,32.959,32.965,32.962,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,"Mthfd2,Fam83e,Sfrp1,Pkib,Pabpc5,Afg3l1,Ide,Tecpr2,Dhfr,Ank3,Epha7,Slc1a2,Pclo,Fpr2,Cdc23,Ube2d3,Cry2,Zfp568,Jph1,Zfp354a,Pten,Opn5,Appl1,Rap2b,Nppc,Tgfb2,Mgat3,Zfp92,Arid2,Rabepk,Ubr3,Synj2bp,Pax2,Csgalnact2,Dusp8,Sel1l,Kat2b,Zdhhc20,Jakmip2,Csf3r,Kcnf1,March5,Fnta,Smyd4,Zic2,Zfyve27,Med13,Zyg11b,Prpf31,Gid4,Prkaa2,Zeb1,Eepd1,Mex3a,Spc24,Eci1,Rnf165,Xcr1,Ppm1k,Tbx20,Tmem255a,Cbfa2t3,Zfp516,Snx16,Rsad2,Meis2,Onecut2,Mat2a,Coch,Tmem38b,Atg5,Sgpp2,Hspa13,Wdr26,Eid1,Cdadc1,Dusp26,Sstr1,Ccdc153,Tmed5,Il17re,Zfp704,Tcf4,Mmachc,Fbxl14,Csnk1g3,Cmc2,Tmem132b,Erich5,Tes,Flrt2,Grpr,Irf8,Wdr89,Gpm6b,Kcnmb2,Foxp1,Nnt,Fli1,Chka,Cpox,Cntln,Rbm4b,Cap2,Ccnjl,Zfp933,Psmb11,Aida,Gys1,Senp8,Nup133,Prkacb,Sox11,Hspa12a"
342,HF_3mesi:setA_1,mmu-miR-335-5p-000546,30.8,31.859,30.422,31.027,34.706,32.974,33.84,0.0,2.678,0.574,1.111,1.45433333333333,0.428,0.85,0.639,0.0,"Ado,Prkaa2,H2-Q4,Tigar,Tcf4,Cr2,Iws1,Ran,Rhag,Tcaim,Rb1,Nat8f3,Prpf4,Glyctk,Samhd1"
343,"LF_3mesi,setA_1",mmu-miR-335-5p-000546,32.531,30.624,30.338,31.1643333333333,32.983,32.553,32.768,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,"Ado,Prkaa2,H2-Q4,Tigar,Tcf4,Cr2,Iws1,Ran,Rhag,Tcaim,Rb1,Nat8f3,Prpf4,Glyctk,Samhd1"
344,HF_3mesi:setA_1,mmu-miR-337-3p-002532,34.209,40.0,40.0,38.0696666666667,0.0,35.897,35.897,0.0,44.654,0.053,0.0,22.3535,0.0,0.217,0.217,0.0,"Fam83e,Intu,Lactb2,Itga4,Cnga3,Lsm6,Impg2,Sdk1,Fgf5,Ttc38,Rad51d,Klf9,Nudt18,Nepro,Psmd9,Rnf169,Utp23,Scfd2,Slc7a14,Igsf9,Mcmdc2,Lhx5,Cass4,Txnl4a"
345,"LF_3mesi,setA_1",mmu-miR-337-3p-002532,40.0,35.338,40.0,38.446,0.0,33.504,33.504,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,"Fam83e,Intu,Lactb2,Itga4,Cnga3,Lsm6,Impg2,Sdk1,Fgf5,Ttc38,Rad51d,Klf9,Nudt18,Nepro,Psmd9,Rnf169,Utp23,Scfd2,Slc7a14,Igsf9,Mcmdc2,Lhx5,Cass4,Txnl4a"
346,HF_3mesi:setA_1,mmu-miR-337-5p-002515,40.0,40.0,38.211,39.4036666666667,34.835,33.066,33.9505,0.0,0.196,0.403,0.437,0.345333333333333,0.451,0.142,0.2965,0.0,"Spef1,Gad2"
347,"LF_3mesi,setA_1",mmu-miR-337-5p-002515,37.958,38.252,36.783,37.6643333333333,33.187,30.066,31.6265,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,"Spef1,Gad2"
348,HF_3mesi:setA_1,mmu-miR-338-3p-002252,34.562,40.0,36.222,36.928,36.987,35.958,36.4725,36.2663841247559,1.044,0.036,16.142,5.74066666666667,0.459,18.737,9.598,0.833957374095917,"Apod,Spag7,Zfp282,Ctsa,Lactb2,TNFSF11,Coq3,Zfp689,Egln2,Zfp36l1,Fgfr2,Runx2,Slc52a2,4930539E08Rik,Spib,Zbtb10,Cnnm3,Syt12,Moap1,Cdk7,Sgk3,2810006K23Rik,Ly6e,Inpp5e,Lmo7,Kcnk6,Arl1,Dyrk2,Zfp446,Aco1,6030458C11Rik,Sf3a1"
349,"LF_3mesi,setA_1",mmu-miR-338-3p-002252,34.934,34.76,40.0,36.5646666666667,35.366,40.0,37.683,37.277286529541,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,"Apod,Spag7,Zfp282,Ctsa,Lactb2,TNFSF11,Coq3,Zfp689,Egln2,Zfp36l1,Fgfr2,Runx2,Slc52a2,4930539E08Rik,Spib,Zbtb10,Cnnm3,Syt12,Moap1,Cdk7,Sgk3,2810006K23Rik,Ly6e,Inpp5e,Lmo7,Kcnk6,Arl1,Dyrk2,Zfp446,Aco1,6030458C11Rik,Sf3a1"
350,HF_3mesi:setA_1,mmu-miR-339-3p-002533,31.741,31.476,31.0,31.4056666666667,32.644,31.825,32.2345,0.0,0.832,1.446,1.433,1.237,0.884,2.619,1.7515,0.0,"Rbms2,Ece1,Oprm1,Idi1"
351,"LF_3mesi,setA_1",mmu-miR-339-3p-002533,31.785,31.574,31.284,31.5476666666667,31.969,33.028,32.4985,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,"Rbms2,Ece1,Oprm1,Idi1"
352,HF_3mesi:setA_1,mmu-miR-339-5p-002257,31.003,31.985,31.935,31.641,34.001,32.961,33.481,35.0459289550781,2.235,0.863,0.866,1.32133333333333,0.254,0.821,0.5375,0.0,"Oscp1,Nrcam,Lpp,March2,Bach2,Mmp25,Ptpn2,Tstd2,Mcc,Ttyh1,Cyb5d2,Slc8b1,Smco1,Pycr1,Efr3b,Gfpt1,Slc35e1,Kif21b,Ddo,Akap8,Rhbdl3,Zfp780b,Zfp729a,Mfap1a,Zfp354a,Tspan13,Senp1,Fadd,Tigd3,Dclre1c,Med18,Grap2,Iws1,2810006K23Rik,Abcc9,Exosc4,Syt15,Tfam,Gng2,Ston2,Kdm6b,Aqp7,Knop1,Zmat3,Fam208a,Hist1h2ac,Nsl1,Fnip2,Rad1,Ajuba,Adra2b,Exosc1,Fam219b,Rbm34,Ifnar1,Rbm11,Abt1,Il1rl1,Sox7,Ripor2,Cep97,Epb42,Mroh1,Smtnl2,Slc35e2,Smad9,Mcm5,Xrcc2,Dhrs7b,Rfxank,Isg20l2,Man2a2,Pnpla3,Trmt10a,Ramp1,Wipf2,Mrpl35,Bace1,2810474O19Rik,Zyg11b,Rnd1,Ocln,Dqx1,Pex13,Cts8,Ptk6,Cbfa2t2,Car8,Trim27,Dusp3,Hapln4,Agl,Cybrd1,Nosip,Rbm8a,Gal3st3,Ccdc127,Strbp,Rinl,Foxl1,9330159F19Rik,Tbl1xr1,Mzt1,Zfp446,B4galnt2,Ogfod1,Csrnp3,Tex9,Prdx1,Gjc3,Lars2,Mfn1,Usp45,Grin2b,Aco1,6030458C11Rik,Gata1,Ppm1k,Mga,Cracr2b,Zfp317,Slc2a4,Zbtb44,Rab11b,Ercc6,Ereg,Zdhhc3,Ppih,Ttc23,Ube2j2,P2ry4,Gmeb1,Zfp345,Klhl41,Bloc1s3,Ccl9,Ttc26,Senp5,Ranbp3l,Slc25a42,Cdk7,Arhgap19,Timmdc1,Dars2,Gdpgp1,Zfp398,Plek,Dhx37,Pgpep1,Stom,Tnfrsf10b,Rac2,Agtrap,Kdelc2,Cbln3,Dnase2a,Etv6,Irak2,Polr1b,Kif3a,Mmachc,Lats1,Tmem263,Slc15a1,Lrrn4cl,Samd8,Zbtb8b,Eno2,Slc6a20b,Cercam,Fam227a,Zbtb8a,Ctsa,Gm4925,4930519G04Rik,Nip7,Mbd4,Nkiras1,Cdk8,Ube2v2,Decr2,Gtpbp3,Paxip1,Parp11,Tox4,Zbtb6,Sc5d,Cdr2l,Tcf25,Spib,Kif24,Sgms2,Elmo2,Mkl2,Mfsd11,Fam118a,Pafah1b2,Zfp799,Car9,Gls,Gnl3l,Acer1,Vamp3,Utp15,Xkrx,Psmb11,Kcnk6,Ddx19b,Dnajc1,C5ar2,Lyrm9,Cenpl,2010315B03Rik,Ooep,Vsig10,Ecm2,Gaa,Mdc1,Rmi2,Stam,Bpnt1,Siglece,Cflar,Osbpl8,Disp3,Cd93"
353,"LF_3mesi,setA_1",mmu-miR-339-5p-002257,32.473,31.338,31.492,31.7676666666667,31.527,32.489,32.008,34.5512542724609,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,"Oscp1,Nrcam,Lpp,March2,Bach2,Mmp25,Ptpn2,Tstd2,Mcc,Ttyh1,Cyb5d2,Slc8b1,Smco1,Pycr1,Efr3b,Gfpt1,Slc35e1,Kif21b,Ddo,Akap8,Rhbdl3,Zfp780b,Zfp729a,Mfap1a,Zfp354a,Tspan13,Senp1,Fadd,Tigd3,Dclre1c,Med18,Grap2,Iws1,2810006K23Rik,Abcc9,Exosc4,Syt15,Tfam,Gng2,Ston2,Kdm6b,Aqp7,Knop1,Zmat3,Fam208a,Hist1h2ac,Nsl1,Fnip2,Rad1,Ajuba,Adra2b,Exosc1,Fam219b,Rbm34,Ifnar1,Rbm11,Abt1,Il1rl1,Sox7,Ripor2,Cep97,Epb42,Mroh1,Smtnl2,Slc35e2,Smad9,Mcm5,Xrcc2,Dhrs7b,Rfxank,Isg20l2,Man2a2,Pnpla3,Trmt10a,Ramp1,Wipf2,Mrpl35,Bace1,2810474O19Rik,Zyg11b,Rnd1,Ocln,Dqx1,Pex13,Cts8,Ptk6,Cbfa2t2,Car8,Trim27,Dusp3,Hapln4,Agl,Cybrd1,Nosip,Rbm8a,Gal3st3,Ccdc127,Strbp,Rinl,Foxl1,9330159F19Rik,Tbl1xr1,Mzt1,Zfp446,B4galnt2,Ogfod1,Csrnp3,Tex9,Prdx1,Gjc3,Lars2,Mfn1,Usp45,Grin2b,Aco1,6030458C11Rik,Gata1,Ppm1k,Mga,Cracr2b,Zfp317,Slc2a4,Zbtb44,Rab11b,Ercc6,Ereg,Zdhhc3,Ppih,Ttc23,Ube2j2,P2ry4,Gmeb1,Zfp345,Klhl41,Bloc1s3,Ccl9,Ttc26,Senp5,Ranbp3l,Slc25a42,Cdk7,Arhgap19,Timmdc1,Dars2,Gdpgp1,Zfp398,Plek,Dhx37,Pgpep1,Stom,Tnfrsf10b,Rac2,Agtrap,Kdelc2,Cbln3,Dnase2a,Etv6,Irak2,Polr1b,Kif3a,Mmachc,Lats1,Tmem263,Slc15a1,Lrrn4cl,Samd8,Zbtb8b,Eno2,Slc6a20b,Cercam,Fam227a,Zbtb8a,Ctsa,Gm4925,4930519G04Rik,Nip7,Mbd4,Nkiras1,Cdk8,Ube2v2,Decr2,Gtpbp3,Paxip1,Parp11,Tox4,Zbtb6,Sc5d,Cdr2l,Tcf25,Spib,Kif24,Sgms2,Elmo2,Mkl2,Mfsd11,Fam118a,Pafah1b2,Zfp799,Car9,Gls,Gnl3l,Acer1,Vamp3,Utp15,Xkrx,Psmb11,Kcnk6,Ddx19b,Dnajc1,C5ar2,Lyrm9,Cenpl,2010315B03Rik,Ooep,Vsig10,Ecm2,Gaa,Mdc1,Rmi2,Stam,Bpnt1,Siglece,Cflar,Osbpl8,Disp3,Cd93"
354,HF_3mesi:setA_1,mmu-miR-340-3p-002259,30.354,31.369,29.848,30.5236666666667,33.943,32.972,33.4575,0.0,1.963,1.012,1.808,1.59433333333333,1.451,0.827,1.139,0.0,"Uba1,Xkr8,Trappc13,Soat1,AW549877"
355,"LF_3mesi,setA_1",mmu-miR-340-3p-002259,31.637,30.951,30.467,31.0183333333333,33.983,32.512,33.2475,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,"Uba1,Xkr8,Trappc13,Soat1,AW549877"
